subconcurrency,accondate,subconform,anchetype,subcondate,acconcurrency,acconform,entname,liacconam,lisubconam
人民币,1180450000000.0,货币,GS,1180450000000.0,人民币,货币,9623060789e5bbe12291738f8db53f2a,100.0,100.0
人民币,1133970000000.0,货币,,1133970000000.0,人民币,货币,125362a8336db840050c0bc649518a33,20.0,20.0
人民币,1419960000000.0,货币,,1419180000000.0,人民币,货币,2bdc8acd6235c7c21899ca11230249c9,6.0,60.0
人民币,1341500000000.0,货币,公司,1341500000000.0,人民币,货币,11375d9e622324704c56dffde78f6a0d,25.0,25.0
人民币,1438270000000.0,货币,,1438270000000.0,人民币,货币,8bed1268ccf78637c371d0efb5277332,0.0,50.0
人民币,1405010000000.0,货币,,1405010000000.0,人民币,货币,06c7fe61681d32a030b524f7ec8d0bf3,117.0,117.0
人民币,,货币,,1767200000000.0,,,e3684fc0747e02072643dd71b98ea085,,110.7
人民币,,货币,,2387720000000.0,人民币,货币,e54eb6c8a0343316cd14d60d78e808cc,0.0,30.0
人民币,2721740000000.0,"1,",GS,1459440000000.0,人民币,"1,",8b4bd42c2a6214d274b8848ef69f3c96,0.0,300.0
人民币,1222530000000.0,货币,公司,1396890000000.0,人民币,货币,5f9268d38a0f938a4968fbfb6bc778f8,6.0,55.0
人民币,,货币,公司,1403710000000.0,,,2d508b0dcd1814b2a449937a893afca2,,10.0
人民币,,货币,,1735920000000.0,,,9108d1bfcc0ba8b12a17c3b889348987,,200.0
人民币,1347550000000.0,货币,公司,1347550000000.0,人民币,货币,76fc1156634e68a0db4eaa11617c46e9,1.5,1.5
人民币,1339340000000.0,货币,,1339340000000.0,人民币,货币,c0d1af11d95f0bdc4991cd03f7c3fc3d,4.0,4.0
,,货币,公司,1727280000000.0,,,097a12b3d41f8959239f1180108169f1,,18.0
人民币,895162000000.0,货币,公司,895162000000.0,人民币,货币,5b5a7de65422beaca5983b4cf8f6e42d,60.0,60.0
人民币,1231780000000.0,货币,GS,1231780000000.0,人民币,货币,baa09a9e28e798ac6ee83c1821075941,2.5,2.5
人民币,,货币,公司,2374500000000.0,人民币,,6ac7cd81152b9ea01cbdd2df7bd7ad06,0.0,24.0
人民币,1343320000000.0,货币,公司,1343320000000.0,人民币,货币,5a061f3665b704b2835a8c6bd77e8deb,50.0,50.0
人民币,1080660000000.0,货币,公司,1080660000000.0,人民币,货币,f175456f3270f3b22c78a4c540d45de2,30.0,30.0
人民币,1437320000000.0,货币,公司,1437320000000.0,人民币,货币,bfc09166130c6cb9ccfb523d2c39675d,60.0,60.0
人民币,1263140000000.0,货币,公司,1263140000000.0,人民币,货币,6b27abaf45db462ccfa5b94f0aef285a,15.3,15.3
人民币,,货币,公司,3017060000000.0,人民币,货币,b8693c3c43f5883d87d5c3e496adbb1f,0.0,240.0
人民币,1335280000000.0,货币,公司,1335280000000.0,人民币,货币,47027245ad6b4e3f5ff1365236af302d,40.0,40.0
人民币,1450800000000.0,"1,",GS,2396450000000.0,人民币,"1,",75024fa82de001e6bb3a30282482aafb,10.0,200.0
人民币,1372180000000.0,货币,GS,1372180000000.0,人民币,货币,8f5a10c51df2a105307075cfd716f1c5,2.7,2.7
人民币,1406480000000.0,货币,,1406480000000.0,人民币,货币,19c11c70046b568dbab316ba4ff8c52a,3.33,3.33
人民币,1388940000000.0,货币,,1388940000000.0,人民币,货币,3596e4f2395ca933807e0379f11357c4,175.0,175.0
填写/修改后已公示,1371660000000.0,人民币,货币,1371660000000.0,人民币,货币,259d6fd1c01f383ba5b518c499fcc785,10.0,10.0
人民币,1748450000000.0,货币,公司,1748450000000.0,人民币,货币,64ceccf7aa85a19f212cfa35c8cffe0a,0.0,100.0
人民币,1313080000000.0,货币,公司,1313080000000.0,人民币,货币,75eeabbde54d5cc517fa2619a4b17ffe,1.5,1.5
人民币,1240160000000.0,货币,GS,1232380000000.0,人民币,货币,be01ba283ffba370e3ebc538997bc982,20.0,20.0
人民币,1559320000000.0,货币,,1402240000000.0,人民币,货币,0187ad2ef14fb912db047d825ae98356,0.0,45.0
人民币,1472570000000.0,货币,公司,1924880000000.0,人民币,货币,8bc6f063cd7fe68c22461bf4b5852d81,51.0,270.0
人民币,1413730000000.0,货币,,1413730000000.0,人民币,货币,acf86577c40be9819a17277b705c3ac9,1.5,1.5
人民币,1324310000000.0,货币,公司,1324310000000.0,人民币,货币,cf3045261f01154784140a60e66ff764,10.0,50.0
人民币,1362590000000.0,货币,,1362590000000.0,人民币,货币,52648af51416390ee193c6c1249d3461,35.0,35.0
人民币,1268060000000.0,货币,GS,1268060000000.0,人民币,货币,f3f9df17db6705b211dd47287416c180,6.0,6.0
人民币,,货币,公司,2069510000000.0,人民币,货币,c5a8c8dc8e3dd0ccf9c6def72b468f77,0.0,60.0
人民币,1367770000000.0,货币,GS,1367770000000.0,人民币,货币,d048dbbe04ffaee4cc2f49303b123ffd,210.0,210.0
人民币,1316450000000.0,货币,公司,1316450000000.0,人民币,货币,7d8a81b7675484e0620200db52191770,10.0,10.0
填写/修改后已公示,1357830000000.0,人民币,货币,1357830000000.0,人民币,货币,562cec6f9fcd0e4109fc08a7b5e3b188,140.0,140.0
人民币,1226590000000.0,货币,公司,1226590000000.0,人民币,货币,951c698b7bf03927c3f5b0ab9e8f7771,100.0,400.0
人民币,,货币,公司,1469890000000.0,人民币,货币,9e3044a62cf3143465dc3ddef27c88fe,10.0,10.0
人民币,1393860000000.0,货币,公司,1393860000000.0,人民币,货币,1f9ae5ddcbf649b11b5e9b849b2b63b8,30.0,30.0
人民币,1418830000000.0,货币,公司,1418830000000.0,人民币,货币,2021d7e7756e42ce866cdcf69558b665,16.665,16.665
人民币,,货币,公司,1463410000000.0,,,ea0dc5656089c3cee2c2eb7e73ffa389,0.0,500.0
人民币,,货币,公司,2044540000000.0,人民币,货币,b30bee91e5d1a34c430db1a95e7620ef,0.0,120.0
人民币,1398610000000.0,货币,,1398610000000.0,人民币,货币,14907cbd6f9ea06d5bdf30632cc265eb,10.0,10.0
人民币,,货币,GS,1415290000000.0,人民币,货币,cf46acc424511069aee3e69a9c1f162d,0.0,40.0
人民币,,货币,公司,2407330000000.0,,,f73de657b73496c8ec1e6361ba34c66d,,180.0
人民币,1210000000000.0,货币,公司,1210000000000.0,人民币,货币,832c0f8a1e528dda9b4d79cc5df3b4a6,350.0,350.0
人民币,1481130000000.0,货币,公司,1735660000000.0,人民币,货币,838e82b5f25bf34c82873e4d31630844,90.0,153.0
人民币,1370280000000.0,货币,公司,1370280000000.0,人民币,货币,e3ca6b9846c2c8889b81810dcef71899,30.0,30.0
人民币,1446310000000.0,货币,,1446310000000.0,人民币,货币,f8f7f153aa6ec403d7fa3f89dbd1b1c4,100.0,100.0
人民币,1375720000000.0,货币,GS,1375720000000.0,人民币,货币,9b905ddbd86de1788fa272d0b9e069b8,180.0,180.0
人民币,,货币,,2082730000000.0,人民币,货币,55c90bb11fdef8b23f09622fd8cf0201,0.0,50.0
人民币,1174580000000.0,货币,公司,1174580000000.0,人民币,货币,7701434ca32985fc2f9de14bcce0bc7b,10.2,10.2
人民币,1432920000000.0,货币,公司,1432920000000.0,人民币,货币,8e357b3d2c8a436067c1c84dd0073c68,0.0,47.0
人民币,1210180000000.0,货币,公司,1210180000000.0,人民币,货币,4c92d8c979194b67b220c47810ffca6f,25.5,25.5
人民币,1292950000000.0,货币,公司,1292950000000.0,人民币,货币,36ffe3ecec2bc4eb538d37f80027e939,60.0,60.0
人民币,1356360000000.0,货币,公司,1356360000000.0,人民币,货币,75816e86e183be311e80ffc8bf17ca6c,33.5,33.5
人民币,,货币,GS,2378220000000.0,人民币,货币,a9b7c2dcee0300c88867084602e0b9a3,0.0,280.0
人民币,1375370000000.0,货币,公司,1375370000000.0,人民币,货币,cc9e51aa2dc54e24e76ba7b8d3ac8209,0.33,0.33
人民币,1123600000000.0,实物,,1123600000000.0,人民币,实物,694f59e4716452aa887dd88d72e58621,6.0,6.0
人民币,1289230000000.0,货币,公司,1289230000000.0,人民币,货币,c52187e7731d5147e0b4741aefbbe58a,60.0,60.0
人民币,1379350000000.0,货币,公司,1379350000000.0,人民币,货币,0822d089f9806d6105ffabd518caf5d5,26.52,26.52
人民币,1270140000000.0,货币,公司,1270140000000.0,人民币,货币,19767b9a1c7d41633340d73c51b618e7,1.5,1.5
人民币,2389020000000.0,货币,公司,2389020000000.0,人民币,货币,438ea8c11fe7f0a078a3a0ca147beaa4,0.0,100.0
人民币,1406040000000.0,货币,GS,1406040000000.0,人民币,货币,0a6f9ef74dcb1ea5402ae7bd483fdc05,350000.0,350000.0
人民币,1468340000000.0,货币,公司,1273680000000.0,人民币,货币,414b420373572020ffe4a14b4721b6f3,250.0,250.0
人民币,1382280000000.0,货币,GS,1381850000000.0,人民币,货币,84132a2304005ccf0239066ffd6ad3ab,297.0,495.0
人民币,1438530000000.0,货币,公司,1438530000000.0,人民币,货币,9cd0a800457c52c8637755bda84d4bc8,80.0,80.0
人民币,1418660000000.0,货币,,1418660000000.0,人民币,货币,7c31ade433e379438b070f37b64a04c3,60.0,60.0
人民币,1417280000000.0,货币,GS,1399820000000.0,人民币,货币,1bf67a0c2681539af49bbfbfb0ae3db1,56.4,500.0
人民币,,"1,",GS,2043240000000.0,0,,abb10297ec8881d36cd736daf643118e,,70.0
人民币,1417970000000.0,货币,公司,1417970000000.0,人民币,货币,42ce1c195990ff4690aa133c62cc08e9,0.9,0.9
人民币,,货币,公司,1468080000000.0,,,f9fb0296fd6b322cc48a0f065f58460b,,30.0
,2682350000000.0,"1,",GS,2682350000000.0,,"1,",499b1cad3a5f1a4923d9350ff5b91a6a,0.0,180.0
人民币,,货币,,1603470000000.0,,,c8e37034676e3a494db190ec6c137ba4,,100.0
人民币,1441040000000.0,货币,公司,1437240000000.0,人民币,货币,e383c1f6f245923b9b27846f458509cd,0.51,0.51
填写/修改后已公示,1732900000000.0,人民币,货币,1415290000000.0,人民币,货币,0d2a4d4569bc454bf74dbfbf262a5cf7,294.0,300.0
人民币,,"1,",GS,1588950000000.0,0,,aa8bc58cf081cd6c55026c2de539ba73,,50.0
人民币,1054570000000.0,货币,公司,1054570000000.0,人民币,货币,c2c31c533df51c20dd814236c78049ab,40.0,40.0
人民币,1341760000000.0,货币,公司,1341760000000.0,人民币,货币,9107c8ad9fd72cc892cd004e329ac304,295.0,295.0
人民币,1417710000000.0,货币,公司,1386170000000.0,人民币,货币,a64efeb312167ac3fdd9af939bd8fb9c,50.0,50.0
人民币,1177340000000.0,货币,GS,1410190000000.0,人民币,货币,90fe7c30d416f2ca036b1e5dd53d6576,8.0,298.0
人民币,1436630000000.0,货币,公司,2049980000000.0,人民币,货币,3c9958b44ebe16274d74d7ad6499592a,0.4,100.0
人民币,1320770000000.0,货币,公司,1320770000000.0,人民币,货币,7cbcb4b2c28e83d07beb77887b6f8b9f,42.0,42.0
人民币,880906000000.0,货币,GS,880906000000.0,人民币,货币,096829f33ff615bc82e7001d4595e481,86.0,86.0
人民币,1225300000000.0,货币,公司,1225300000000.0,人民币,货币,2e61c9c114d9b1546d7207d76f61ac13,21.6,21.6
人民币,1317050000000.0,货币,,1317050000000.0,人民币,货币,c17c79af20d45b59cbb749faca6c37fa,1.0,1.0
人民币,1329670000000.0,货币,公司,1329670000000.0,人民币,货币,4e6f5716831c5a36f99aba5a6c1e3643,95.0,95.0
人民币,1250180000000.0,货币,,1250180000000.0,人民币,货币,3302bd9d8d9bfefe5443770c8432756d,6.0,6.0
人民币,1305220000000.0,货币,公司,1305220000000.0,人民币,货币,26bc292724109987f7e5ccadcaf85f03,20.0,20.0
人民币,1407770000000.0,货币,公司,2354540000000.0,人民币,货币,61d3478a18b947eec6a0e21e3a0aeb5d,63600.0,20.0
人民币,1265210000000.0,货币,公司,1265210000000.0,人民币,货币,76e7211c3ead405fd97b3db2dd7270d7,21.0,21.0
人民币,,货币,,1742830000000.0,人民币,货币,eec481a83b5f5aa2923eb7ef55d2ac09,0.0,160.0
人民币,1151340000000.0,货币,,1151340000000.0,人民币,货币,9eab69f47b94aceec0db8d449de9a2bf,1.8,1.8
人民币,1394120000000.0,货币,,1394120000000.0,人民币,货币,e0054b1112cd14cc55772f52c0a2b4cb,49.4,49.4
人民币,1335970000000.0,货币,公司,1335970000000.0,人民币,货币,4f1231b51f6c8260030eeb849b283f92,4.0,0.0
人民币,1345390000000.0,货币,GS,1345390000000.0,人民币,货币,b68e1f741dd3666b568eba7c5edb892b,8.0,8.0
人民币,1177340000000.0,货币,公司,1177340000000.0,人民币,货币,430a283561fd5523f0dff711edc1ad48,5.0,5.0
人民币,1483110000000.0,货币,,2114180000000.0,人民币,货币,ca3884d3bcb23eb74c9a93d7af91a5b4,0.0,102.34
人民币,1435590000000.0,货币,公司,1435590000000.0,人民币,货币,540b4407e0ce5d19925215d6e2d9c558,21.01,21.01
人民币,1464020000000.0,其他,公司,1463590000000.0,人民币,其他,273a55e10e3e54ad6db3c4a3af969777,30000.0,30000.0
人民币,1366730000000.0,货币,公司,1366730000000.0,人民币,货币,db53820c9b1ec3426a077d342afbbc7a,20.0,20.0
人民币,1365960000000.0,货币,公司,2038840000000.0,人民币,货币,efba1017fed7c00b8609328f260ceaf2,1.0,30.0
人民币,1198430000000.0,货币,公司,1198430000000.0,人民币,货币,c5fe43c22536467b879a2403df1736f3,6.0,6.0
人民币,1244480000000.0,货币,,1244480000000.0,人民币,货币,7ffc289d62e16856372a0f4f5a4ef16b,189.0,189.0
人民币,1140020000000.0,货币,公司,1140020000000.0,人民币,货币,2d1e3e100a67c272149391802c476683,15.3,15.3
人民币,1302450000000.0,货币,公司,1302450000000.0,人民币,货币,5d55740347b8cb1eef30040895ce156c,50.0,50.0
人民币,1451490000000.0,货币,公司,1587310000000.0,人民币,货币,99cc04b588fc82b867bafa9875b8a053,0.0,60.0
填写/修改后已公示,,,货币,2413300000000.0,人民币,,3c9abc0338fb774494712bc2f940f987,,100.0
人民币,1353430000000.0,货币,公司,1353430000000.0,人民币,货币,223f2766a0e6f62f815473bc248c1c1e,20.0,20.0
人民币,1483110000000.0,货币,公司,1420650000000.0,人民币,货币,cdd60ad40e8aa76a4f73b15d7db04256,35.0,35.0
人民币,1388070000000.0,货币,公司,1388070000000.0,人民币,货币,7a173a85819990056eb7ba3d38f777d8,2.0,2.0
人民币,,"1,",GS,1731340000000.0,0,,b7ef993013c8dedf449504595d35d713,,210.0
人民币,1725120000000.0,货币,公司,1725120000000.0,人民币,货币,9630a51907078c70af7d1956534faada,0.0,50.0
人民币,,货币,公司,2541510000000.0,人民币,货币,3b7550a6122096a9c087dcd5a49f0c9e,0.0,90.0
人民币,1287590000000.0,货币,公司,1287590000000.0,人民币,货币,977e9007624842ff3c3316ec24b68ec7,0.3,0.3
人民币,1175440000000.0,货币,公司,1175440000000.0,人民币,货币,a810bd3263ddcb6e07c4b07ecf8c3d87,20.0,20.0
人民币,2064670000000.0,货币,公司,1433430000000.0,人民币,货币,d3dc64cb8f19de6a8d2090cd83b0c69a,8.0,8.0
人民币,1026660000000.0,货币,公司,1026660000000.0,人民币,货币,61508ef5032b84668922071fda5de321,30.0,30.0
人民币,1322410000000.0,货币,公司,1322410000000.0,人民币,货币,8a352baca558da2b0258ae86d1655c6b,15.3,15.3
人民币,1369240000000.0,货币,,1369240000000.0,人民币,货币,c428942d09a5dc175a63a5128ca5584a,9.5,9.5
人民币,1451490000000.0,货币,公司,1451490000000.0,人民币,货币,7d9dc51a77616398cb998e2628f19611,25.0,25.0
人民币,1299430000000.0,货币,GS,1405610000000.0,人民币,货币,8e37108f5ee08d900500fe7af574fe02,1.0,3.0
人民币,,货币,公司,2429280000000.0,人民币,,e84ca57afd8c4b24e8b77b80fb87b193,,210.0
人民币,1431960000000.0,货币,公司,1431960000000.0,人民币,货币,56a8e003556c0a76d2058433c737a8b7,50.0,50.0
人民币,,货币,公司,2383060000000.0,人民币,货币,78da8dfbf0bc45b5019a214923795d2a,0.0,100.0
人民币,1359650000000.0,货币,公司,1359650000000.0,人民币,货币,e81b0296a1faef2fc3d876b018ba627d,25.0,25.0
人民币,1331480000000.0,"1,",GS,1331480000000.0,0,"1,",4a0f9bbd97257090e02b30f73d9697ef,60.0,60.0
人民币,1451490000000.0,货币,GS,1395850000000.0,人民币,货币,d0fd4057946505babe7db74af3ae200e,3.45,100.0
填写/修改后已公示,,人民币,货币,1912260000000.0,人民币,货币,a17b2c3f6272d441f3b94f36f148cb5e,0.0,300.0
人民币,1431360000000.0,货币,GS,1431360000000.0,人民币,货币,1d53cce3b7543e06ff6c4b7b750ec3bb,90.0,90.0
人民币,,货币,GS,2381330000000.0,人民币,货币,38534d7ad71854f814beea248fe25720,0.0,180.0
人民币,1357830000000.0,货币,公司,1357830000000.0,人民币,货币,4283250e8e70f0e77647d764771e3028,25.0,25.0
人民币,1367940000000.0,货币,公司,1367940000000.0,人民币,货币,18777dc1d8cd4dfc82a0b9ec494e07fd,10.0,10.0
人民币,1402850000000.0,货币,公司,1402850000000.0,人民币,货币,ba050b1355ce4579ed4963887dc2ce7f,1.5,1.5
人民币,2051710000000.0,货币,GS,2051710000000.0,人民币,货币,56c2bd859c0d0bf9b39dc9ae8d662aa8,180.0,180.0
人民币,1279810000000.0,货币,公司,1279810000000.0,人民币,货币,d103671e3ad0b2ae34742b8f8edde8af,90.0,90.0
人民币,1024330000000.0,"1,",GS,1024330000000.0,人民币,"1,",910374cf6cdd732e3f5a869060a7d08c,20.0,20.0
人民币,,货币,公司,2080400000000.0,,,6fe658c26172c4400b58d2c4cc63f4de,,36.0
人民币,1406820000000.0,货币,GS,1406820000000.0,人民币,货币,9a4316d50c45fbcc3013d3a95c723fa2,6.0,6.0
人民币,1026060000000.0,货币,公司,1026060000000.0,人民币,货币,c4f6baeb0400b607a86f7c0407a40451,25.5,25.5
人民币,1448900000000.0,货币,公司,1448900000000.0,人民币,货币,4a7978c7df5ad4f28bbea465cdf33f61,81.0,81.0
人民币,,"1,",GS,2070030000000.0,0,,773e802ea854faf890c26e58762f6625,,250.0
人民币,1169740000000.0,货币,公司,1169740000000.0,人民币,货币,c40d83834fdf57b9e5b1fd1bd4310f21,20.4,20.4
人民币,1042470000000.0,货币,公司,1042470000000.0,人民币,货币,9a307b31719a4e366e2688bc9b505e0e,30.0,30.0
人民币,1307030000000.0,货币,GS,1307030000000.0,人民币,货币,6c323e4d82f1c7aadaaac709714d4063,3.0,3.0
人民币,1433260000000.0,货币,公司,2362580000000.0,人民币,货币,0f040b590b35186b97dc6639bb102988,5.0,320.0
人民币,1392650000000.0,货币,GS,1392650000000.0,人民币,货币,6657184c445ffb69c530b74f5ef3a009,2.1,2.1
人民币,,货币,,1727710000000.0,,,55c28e5c4f3e6fd1f9fd06cffc6be298,,150.0
人民币,1419780000000.0,货币,,1419780000000.0,人民币,货币,ca64a99a3c0e6f3937653b8c12e7a842,6.0,6.0
人民币,849456000000.0,货币,公司,849456000000.0,人民币,货币,f949d13701e2a595e3486e486f6e1cae,25.0,25.0
人民币,1321370000000.0,货币,公司,1321370000000.0,人民币,货币,f9ee4324f896c4a59a2600569b3a5042,8.0,8.0
人民币,1349970000000.0,货币,公司,1349970000000.0,人民币,货币,c50363c87c69ae430a489d82197c4fc6,50000.0,50000.0
人民币,2082640000000.0,货币,公司,2082640000000.0,人民币,货币,8e1c2d2cb9b7493c9e7998ce5f715782,100.0,100.0
人民币,1058200000000.0,货币,,1058200000000.0,人民币,货币,51fa2897676c8c0c8bd964f2e64daf59,680.0,680.0
人民币,,货币,,3016890000000.0,,,da99d8586fdee7c4e555a8cacd7d3487,,480.0
人民币,,货币,公司,2389280000000.0,,,c49a5ada5d18e408c48f82ab476d78ca,,50.0
人民币,,货币,,1429460000000.0,人民币,,ea731580d72e70ffc4d2b7ede59c8edb,,135.0
人民币,1362070000000.0,货币,公司,1362070000000.0,人民币,货币,1a92b9e6ce1e7b7a6a65852bf0722418,5.0,5.0
人民币,,货币,GS,2069680000000.0,人民币,货币,a6ab41d4af8e3383a8828cbfac776a7f,0.0,180.0
人民币,1109000000000.0,货币,GS,1109000000000.0,人民币,货币,81c790c9111f28d8486071a254a97690,15.0,15.0
人民币,,货币,公司,1767110000000.0,,,fdd75b26bf4b55be7a4395c92809c25e,,15.0
人民币,1205250000000.0,货币,,1205250000000.0,人民币,货币,264da2701b55fdaf94a651c52d7ea4e0,20.0,20.0
人民币,,货币,公司,2037200000000.0,人民币,货币,a864efc855632c1292bdcef9f045eca4,0.0,15.0
人民币,1172680000000.0,货币,公司,1172680000000.0,人民币,货币,174ba0eb21ca24a7b3c7ecb425e96bfa,1.5,1.5
人民币,929635000000.0,货币,公司,929635000000.0,人民币,货币,9696a25ac22460724323f9e4c012534b,40.0,40.0
人民币,1308330000000.0,货币,公司,1308330000000.0,人民币,货币,d2e4ea08929ac011a91a2d730ea7437d,2.55,2.55
人民币,,货币,公司,2398260000000.0,,,d1300c46ba65995c2ac5dee785254e09,,10.0
人民币,1299080000000.0,货币,公司,1299080000000.0,人民币,货币,9ac3f5de6757c01270c768696de55b77,15.0,15.0
人民币,1079540000000.0,货币,GS,1079540000000.0,人民币,货币,41e0d40fbc1190a632d9e041fa610d4c,20.0,20.0
人民币,1148400000000.0,货币,公司,1148400000000.0,人民币,货币,2673cd7218baab456746995cc8e5effb,30.0,30.0
人民币,,货币,,1718730000000.0,人民币,货币,2b051eb801807640fb4ad220e2d5412d,0.0,266.4
人民币,1373390000000.0,货币,,1372610000000.0,人民币,货币,05107958a70c1efbc405bdf045d47134,2.0,2.0
人民币,1077470000000.0,货币,公司,2082380000000.0,人民币,货币,00e2fede690f906636b6261a55b4745e,30.0,200.0
人民币,2398260000000.0,货币,公司,2398260000000.0,人民币,货币,c393284cc01e8bec0eca1bf241a0c1d6,0.0,500.0
人民币,1434380000000.0,货币,公司,1735570000000.0,人民币,货币,fe5c13c63c73327d7929f121359415a2,0.0,100.0
人民币,,货币,GS,2382450000000.0,人民币,货币,bbf0b16a6c2ad8041f06e2424d423de9,0.0,400.0
人民币,1388070000000.0,货币,公司,1388070000000.0,人民币,货币,ec39da08b4b0291c1f743201868f3126,2.0,2.0
人民币,1262710000000.0,货币,公司,1262710000000.0,人民币,货币,54d9f69b2ae5c52850257a5e3184f0c1,15.0,15.0
人民币,1189610000000.0,"1,",GS,1189610000000.0,人民币,"1,",5a783ea491b9cf94275bfc928cd8bea7,17.5,17.5
人民币,,货币,公司,1751300000000.0,人民币,货币,0cea1f0272af1eab410e5b124e18f539,0.0,3.0
人民币,,货币,,2059140000000.0,人民币,货币,12aaaf70e01ab3ad280744c460690bc3,0.0,100.0
人民币,2398260000000.0,货币,公司,2398260000000.0,人民币,货币,7e393b334e6e8268c669500a2c64027a,0.0,100.0
人民币,1303750000000.0,货币,公司,1303750000000.0,人民币,货币,212a991ce160d180a912216ae14f956d,2.4,2.4
人民币,1168010000000.0,货币,公司,1168010000000.0,人民币,货币,b6729a6cbfccdb8e761d51e1e4d9f898,30.0,30.0
人民币,,货币,GS,2082640000000.0,人民币,货币,baf3286de85b1785f00a48a39f87a325,0.0,60.0
人民币,,货币,公司,2025880000000.0,,,362c6796577bf7cc9263fad09b1ea973,,51.0
人民币,1204040000000.0,货币,公司,1204040000000.0,人民币,货币,18527dc819ca08d39c57278c3598b823,16.0,480.0
人民币,1767110000000.0,货币,,1767110000000.0,人民币,货币,a905ec057af1ddfff910418a390d8d1d,200.0,200.0
人民币,,货币,GS,2076160000000.0,人民币,货币,d70b873e91c1c65c95b70f3c19074554,0.0,12.0
人民币,,"1,",GS,2386340000000.0,人民币,"1,",169f940990df3a28ed77c01997acb0c9,0.0,150.0
人民币,,货币,公司,1558630000000.0,人民币,货币,3a2baa8bc312ba195cbe2e680584ba64,0.0,1.0
人民币,1414340000000.0,货币,,1414340000000.0,人民币,货币,1a8f1e03c107d05bd3d5255a4cd1a034,10.0,10.0
人民币,1249570000000.0,货币,公司,1249570000000.0,人民币,货币,22b882f7ce3a0fcdef12539c8ff4b9b8,30.6,30.6
人民币,1328200000000.0,货币,,1328200000000.0,人民币,货币,ff572130fef67a7c6e6b81cf8f37b842,10.0,10.0
人民币,1320680000000.0,"1,",GS,1320680000000.0,人民币,"1,",b1d9ccaafdc00125e3b8346cf10c83af,2.0,2.0
人民币,1409850000000.0,货币,公司,1409850000000.0,人民币,货币,576af1b58401002c244b1a80c83375a5,10.0,10.0
人民币,1164210000000.0,货币,,1164210000000.0,人民币,货币,847b2d3d12aff7639460e6004c3fe0bf,10.0,10.0
人民币,1314810000000.0,货币,公司,1314810000000.0,人民币,货币,d5060c396fc558ca88aef60470f5f8ff,1.0,1.0
人民币,2272030000000.0,货币,公司,2272030000000.0,人民币,货币,9ebcc57e02af63f35792241146242b18,200.0,200.0
人民币,1480870000000.0,货币,公司,1480870000000.0,人民币,货币,31347d58b544eeaedf6c7c4225a5e898,500000.0,500000.0
人民币,1345910000000.0,货币,公司,1348590000000.0,人民币,货币,10e5b5cc6aebdbac941fcd85b5725a69,16.0,16.0
人民币,,货币,公司,1774280000000.0,,,3e778d0378a21607911d79ad34de5ed2,,506.0
人民币,,货币,公司,1577720000000.0,人民币,货币,c2b46f0eb329d8ec268296f8b2960ae1,0.0,100.0
人民币,1400520000000.0,货币,公司,1400520000000.0,人民币,货币,cf6bad06af506343b051772ed533dab2,3.6,3.6
人民币,1429630000000.0,货币,公司,1716050000000.0,人民币,货币,07e4c6a9f4ec2446674bfe6a2090568e,150.0,150.0
人民币,1328200000000.0,货币,公司,1328200000000.0,人民币,货币,d4aeeb45727f5366fb9023d0d77f8030,10.0,10.0
人民币,,货币,公司,1445360000000.0,,,b2cd3c81a6b4aea5a59b242379cc0d7a,,15.0
人民币,1062350000000.0,货币,,1062350000000.0,人民币,货币,381942a807aecb4d645ae10ff02ec017,12.0,12.0
人民币,1300290000000.0,货币,公司,1300290000000.0,人民币,货币,2c6e5f2c871a6baa7721c6bd9f1f7a46,330.0,330.0
人民币,1347380000000.0,货币,公司,1347380000000.0,人民币,货币,88b7a641316da0eb5b76af4b138e11ae,4.0,16.0
人民币,1361890000000.0,货币,公司,3034430000000.0,人民币,货币,f5220c2a0a93bb5e31cb68577eb8271b,210.0,210.0
人民币,,货币,公司,2378040000000.0,,,498a8d1e842473977d615f83df88d666,,50.0
人民币,1328720000000.0,货币,GS,1328720000000.0,人民币,货币,1c2483d240982744913e6ff858742535,1.0,1.0
人民币,1101660000000.0,货币,GS,1102180000000.0,人民币,货币,7e46006594be8451fc1cd07a8213aad4,150.62236000000001,150.62236000000001
人民币,1325260000000.0,货币,GS,1324830000000.0,人民币,货币,6de846a08a23e1c869a90844fc67394f,30.0,30.0
人民币,1273420000000.0,货币,,1273420000000.0,人民币,货币,1cd316ebfe2c3d020cdf6f0e9777b6ee,24.75,24.75
人民币,1330270000000.0,货币,公司,1330270000000.0,人民币,货币,9b5142475b8960b73ae0dfab33ca3920,10.0,10.0
人民币,,货币,公司,1409160000000.0,人民币,货币,7f88296a1ee68563e5eda364bc588fda,0.0,30.0
人民币,1555170000000.0,货币,公司,1555170000000.0,人民币,货币,3011deac7d3424b0f756613efc432fe5,90.0,90.0
人民币,,货币,,2101910000000.0,人民币,,c1d41e8771f969f052d1bf20bd8a7971,0.0,50.0
人民币,1139760000000.0,货币,公司,1139760000000.0,人民币,货币,b6f9b0aff09b48e465d89f7c29ccec1d,21.0,21.0
人民币,,货币,公司,1441640000000.0,人民币,货币,6025f6e302a82e3a9e7318d13a656cd7,,240.0
人民币,,货币,公司,2556030000000.0,,,433a7902516e75dbdb1ded1b29ffd282,,495.0
人民币,1344180000000.0,货币,公司,1344180000000.0,人民币,货币,887cab820c27e4a2e31cc6e3b11f8c5f,7.0,7.0
