remark,dataflag,alttime,altitem,entname,cxstatus,altdate,openo
1,核准通过,1.0,县(市/区),602f5f667b43d50b135ee0fd159bd060,,1499961600000.0,37010221706120016
1,1,1.0,联系电话变更,1ae85f4986efc43d2eab4e13250e7071,1,1527696000000.0,9f4a0163af90256a38f4
1,核准通过,2.0,乡(镇/街道),e125531e846ffa82f7d62f26a0a4f687,,1519833600000.0,37012721802090049
,1,1.0,登记机关变更,134c07638b44d0f05e456ed5b77e1f97,1,1292034396000.0,37010020101211000722
1,核准通过,3.0,联络员信息,4cc745eefc31e4599e6b2087c87379fe,,1514476800000.0,37010321712170004
1,核准通过,3.0,注册资本(金)变更,25fdbece9829e30afd1c13767cbdc328,变更,1535644800000.0,899c01651dfad7fa243f
1,核准通过,1.0,董事备案,0810374ec1db0e3289ab5706faa7a8a6,变更,1477497600000.0,37012721610220009
,核准通过,5.0,许可经营项目变更,dcee098b347eaa231db21a1a04fb4599,变更,1359993600000.0,WB370104130204000009
1,1,1.0,董事备案,dbdd85dd7f9df4a56830e4770a523ad8,,1496332800000.0,37010421705120013
1,核准通过,2.0,住所变更,3ecedba6c9ca15f17d823b5a728dd386,,1472572800000.0,37010421608100022
,核准通过,3.0,实收资本变更,4bc5092a6d4f5822f9b733f983cc1df0,变更,1310054400000.0,37010320110707000067
,核准通过,1.0,住所变更,4ed9d1f9d69d3c9aa3a93ba70b02b6cd,变更,1509033600000.0,a360015f5cfdc3c26ee0
,1,6.0,法定代表人变更,465845e95811897d056477efb2ddc995,1,1373904000000.0,WB370125130625000014
1,核准通过,2.0,联络员信息,62cba89d22302d2ecb2ddfd224e9480d,变更,1471968000000.0,37011221608040045
1,1,1.0,乡(镇/街道),b654b096770df5af90031b7999859efe,,1497456000000.0,37011221705120032
1,核准通过,1.0,住所变更,227743107e685474bf54ba40ac17f3d1,变更,1450195200000.0,37018121512160015
,1,12.0,其他变更(邮政编码),846e8a79121787eda234e9e3f65efa73,1,1175733561000.0,37010520130
,1,5.0,法定代表人变更,e8eff15bac11d53050f7d7dc2402cb4d,1,1248192000000.0,37010020090722000054
,1,1.0,村(路/社区),664e10d26d5caa144c40af290ffe52e9,,1468166400000.0,37011321606230006
,1,2.0,住所变更,5f911fdd1c25ddb78ffecd7a2f0121c4,1,1413907200000.0,WB370105141010000037
1,核准通过,1.0,村(路/社区),f4f7af99fa218504734c5d2824028fa1,,1500825600000.0,37010521706270009
1,核准通过,1.0,经营范围变更,dde987458039a4c7d97bcd273371de6e,,1470326400000.0,37010221607180027
1,核准通过,3.0,住所变更,ae7d9a6ac3553f3f6eb78ac369740bbd,变更,1528992000000.0,b0e60163d7d394513b9c
1,核准通过,2.0,号,f07940f7bc2a05d89416dc95d293b80d,,1484150400000.0,37010421612260028
1,1,1.0,村(路/社区),197bf47e23c620b3f403a642fa6f3dda,1,1528992000000.0,12050163f8798b875e37
,核准通过,7.0,其他变更(邮政编码),34947d70695622ede5e2dbcd10bde1a6,变更,1184635258000.0,370100153136
1,核准通过,2.0,经营范围变更,773bad78052be221eb4c1ffa6a400abc,,1521043200000.0,37010321803070002
1,核准通过,1.0,号,b2bb138b1487106066779eef2a67fd5e,变更,1433779200000.0,37010321506020063
1,1,1.0,清算组成员备案,2bb344e63c7c0466ab4ba69c42013d80,,1502121600000.0,37010421707160008
field019,核准通过,4.0,法定代表人变更,6a0b6bd20b37cdb7b87555521b1d033f,变更,1291910400000.0,37000010000434469
,核准通过,2.0,投资人(股权)变更,db17f7980c927cd689007677e1c43d8e,变更,1332259200000.0,37012720120321000004
,核准通过,24.0,法定代表人变更,76aebd5b6e347dc2abaa186be301710d,变更,1384704000000.0,37010320131118000027
1,1,1.0,经营期限(营业期限)变更,f382ae0b8069a5312c83b4d1a99af046,1,1441728000000.0,37010221508140027
1,核准通过,2.0,联系电话变更,7c7b09d85ecefc960b4990835e990d06,,1501689600000.0,37011221707240071
,核准通过,2.0,一般经营项目变更,7753e8ca44db83b1b1a0bb6900522c81,变更,1269792000000.0,37010020100329000002
1,1,1.0,名称变更,5ff712c568c95322656532cfeabfd00a,1,1453392000000.0,37010221512150079
1,核准通过,1.0,村(路/社区),0f24f18abd34635e92e34f5d5d847774,,1502640000000.0,37011221708010034
1,核准通过,2.0,联络员信息,36573f1840c3b48590e67eea458b9e18,变更,1446998400000.0,37010521510290026
,核准通过,5.0,法定代表人变更,16a384170ba0ebdbee5002f955df63bd,变更,1157072229000.0,3701242794
,1,18.0,一般经营项目变更,a50fbb4d634b741b5ac0faea37711dd5,1,1379952000000.0,WB370102130902000020
1,核准通过,1.0,乡(镇/街道),b48aa02958cc9e4d0434e4358428def6,,1501776000000.0,37018121708040001
1,1,2.0,县(市/区),3d7e9e40567be03097705a6fde84e5d4,,1492358400000.0,37010221704110100
1,核准通过,2.0,章程备案,0f1614937dfcacd1b1743307daa2cc08,,1473177600000.0,37010421608190011
1,核准通过,1.0,村(路/社区),4c6fd35b625d818f4f8b6fa1826bc165,变更,1535385600000.0,e1960164f31eec021d14
1,1,1.0,村(路/社区),554ed8442c044b2dad247028c724e768,,1499356800000.0,37010221706270056
1,核准通过,1.0,章程备案,36fc42f1648dccd18d663a3b302e1dd4,,1469030400000.0,37011221606230075
1,核准通过,1.0,市,322cfc7657927b69418534c260199bf0,变更,1512921600000.0,7a2301604428273622ab
1,核准通过,1.0,联络员信息,86842e7abec594a51c00558f31c7d8aa,,1511452800000.0,37018121710110045
1,核准通过,1.0,注册资本(金)变更,0b1ab2e95946a718c26f4d5e2288a9e1,,1489420800000.0,37010321701040032
,1,4.0,经营范围变更,ca756d4b833bf642d736c88ad9a26a2a,1,1225702067000.0,370100182467
,1,4.0,经营范围变更,c03cb999b59ef13e267eb60a2a7018f3,1,1418572800000.0,37010020141215000017
1,删除或者驳回或者不予受理,,村(路/社区),c6b1d42c53b3e872693223aff895db6a,变更,,bf5001631fe79b236567
1,1,2.0,法定代表人变更,4d2e4443f9ceedfd802b140b5d8a120a,,1468944000000.0,37010321607060052
1,1,1.0,法定代表人变更,67e7f282fe917ecf134a28deb8dc1680,,1488988800000.0,37012721703010085
1,核准通过,2.0,住所变更,facb31f91a8c9170dd0ecf3b4b0d8202,,1474560000000.0,37010521609010075
,核准通过,1.0,登记机关变更,0a851ab93e5c56b281c42ec08d489a13,变更,1352166479000.0,37010020121106000384
1,1,1.0,经营范围变更,a1bc5dee1b38fcea7a1accd0fd8dc59a,,1479657600000.0,37010321610280039
,核准通过,9.0,投资人(股权)变更,e7d5b41cc24f0287b6d45eecc213c9d0,变更,1155795043000.0,370100130670
,核准通过,3.0,经营范围变更,ff83c068316e4f001f7462e2413f7c10,变更,1122252716000.0,37010515986
,1,1.0,投资人(股权)变更,10312bbe77891dadf90325d2907dd0df,1,1257350400000.0,37010020091105000009
,核准通过,1.0,村(路/社区),9ab69a9e68f3098d5d4d03dead682f2b,变更,1513872000000.0,5d8101607cdb01720acf
1,核准通过,1.0,乡(镇/街道),d4041748f36d5e4c5b9f1922f636023c,,1496937600000.0,37010321705260089
,1,9.0,一般经营项目变更,b954f6be960b4e49117c634b90de2942,1,1308585600000.0,37010220110621000004
,核准通过,3.0,一般经营项目变更,0373def4173fa090994ed2f86087bf8b,变更,1363795200000.0,WB370102130320000005
,1,5.0,经营范围变更,84e93a0b022124351c36554f75185329,1,1396195200000.0,WB370104140326000035
1,1,3.0,管辖机关,5a7e92744d9f74cffafd59b151507ce7,1,1530547200000.0,5c1901645db4cafb3287
,核准通过,2.0,经营范围变更,707a49934648f90298f85d855b6a516e,变更,1040227200000.0,370100162987
,核准通过,0.0,经理备案,c962002beb451643014a79396926f3ad,变更,1396972800000.0,WB370103140401000033
,核准通过,1.0,经营范围变更,7cc4bb8aac0d524508dad94e9be88525,变更,1423584000000.0,c4d1014b772623aa04bc
1,核准通过,1.0,乡(镇/街道),01e33031c12617781c63c961ce4a7b7f,变更,1445443200000.0,37010421510200021
1,核准通过,1.0,住所变更,7d1a242c4a01a7e9b48704162f668244,变更,1528646400000.0,81980163902083592504
,核准通过,3.0,实收资本变更,8d3e4533b34edb01f9204620b72b9c7c,变更,1304611200000.0,37010320110506000027
1,1,2.0,注册资本(金)变更,86a5abe558da12813873a06ae9818f7c,,1464796800000.0,37010521605190066
,核准通过,6.0,经营范围变更,5afda3bd0e2abf610f0438e76fab895d,变更,1329926400000.0,37010320120221000063
,核准通过,19.0,住所变更,5d85483183031d94bde53700626d2f27,变更,1041264000000.0,zx30210
1,1,1.0,号,55fb1ad30b3bac767a323ad29c928cd6,,1493222400000.0,37010521703170050
1,核准通过,1.0,联络员信息,ca2487964023a8c9afb5d6d931f4bd2d,,1464105600000.0,37010421605060001
1,核准通过,1.0,董事备案,938c8a632910fa9d109a1cccd0c19a10,变更,1446480000000.0,37012721510300016
1,1,1.0,省,1533ed15f6914dac757c26bb4ce2e748,,1463500800000.0,37010421605110061
1,1,1.0,住所变更,95802dc86488a92684ec85b3296b3c44,,1474992000000.0,37010221609080056
,核准通过,0.0,监事备案,f9e06135aab46eb9f9b0c5ceea26f636,变更,1230048000000.0,37010320081224000003
1,核准通过,1.0,经营范围变更,5e1a0fc18f61a23198ca30b9b44c4492,变更,1448812800000.0,37010221511010006
1,1,1.0,住所变更,0eb1a858d47e3299e4fe515dbc46ecd2,,1521993600000.0,37010521801260003
,核准通过,2.0,投资人(股权)变更,8885cddc0940c82d49e29888673c6958,变更,1401206400000.0,WB370127140507000035
,核准通过,2.0,投资人(股权)变更,5f9a270da20499e523194ae7350a85a6,变更,1373212800000.0,WB370104130708000009
1,核准通过,1.0,法定代表人变更,450ad73f70cccba4555829f67e0cdee2,变更,1451923200000.0,37010321512220068
1,核准通过,1.0,法定代表人变更,e8f313f9963b189b5cbd2277fceebbbd,变更,1457366400000.0,37010521602190024
,核准通过,1.0,投资人(股权)变更,81ca001cf8a14aa1222ee50d35250478,变更,1257955200000.0,37012720091112000006
1,1,1.0,联络员信息,1c51b7db56cf3cde0a2b683870bc08a4,1,1451923200000.0,37010221512250014
,1,3.0,登记机关变更,9dbf1711d74616328652e1088a310a64,1,1352336421000.0,37010020121107000499
1,核准通过,1.0,章程备案,79edbf8cdc191c3e75ff00ecc0be282c,变更,1530028800000.0,12050163f7d90f503c1d
,核准通过,1.0,投资人(股权)变更,2dee5ffa936b2d9c83adf5bf58744ff3,变更,1259769600000.0,37011320091203000020
1,删除或者驳回或者不予受理,,投资人(股权)变更,4c50a33e5c951a9360d971296e871133,变更,1422892800000.0,37012521502020013
,核准通过,0.0,换照,f55a90098ec55771b778d8ddb68f556a,变更,1411833600000.0,37010520140928000093
1,1,1.0,乡(镇/街道),b704b3f71f8d66fd8177d951a9de2c9f,1,1438185600000.0,37010321506300021
1,核准通过,2.0,经理备案,3c317ffa4287b6fc2ad79c03011d67b2,,1499097600000.0,37018121707040016
1,1,1.0,章程备案,89cd7eade9929c22bc319f5faaa2b531,,1476028800000.0,37018121610100005
,1,3.0,登记机关变更,f0171084e2c921e35408f0fabad78150,1,1407811084000.0,37010220140812000149
,1,2.0,经营期限(营业期限)变更,f678234e5107cf440d6ce56d61297871,1,1111970632000.0,20568
1,1,1.0,投资人(股权)变更,42ec1fb8e3e6eae8c5b0877351fa2df2,,1484668800000.0,37010221612270098
1,核准通过,1.0,经营范围变更,97deeaff55332274a6dff140361c2513,变更,1446998400000.0,37012421511050004
,核准通过,0.0,监事备案,16dbab17d10a161bf32102a72070371b,变更,1326211200000.0,37010220100628000027
1,核准通过,1.0,乡(镇/街道),63abc91e31e3915dc4b00c1dd911b3f4,,1514304000000.0,37010221712080080
,核准通过,1.0,一般经营项目变更,7bcf139fb22d452c9f3286b37961c95f,变更,1389801600000.0,WB370105140116000013
1,1,2.0,经理备案,fbf721d1171a95f3c868ce9147af787b,1,1456156800000.0,37010421602050007
1,核准通过,1.0,名称变更,6304d8dcb14ee0ad47390bb28b3b855f,,1501171200000.0,37010321707170029
,核准通过,1.0,县(市/区),ac84c3088ae4c80dd680a449cf7c932f,变更,1484496000000.0,17b20159964316ff3037
1,核准通过,1.0,联络员信息,f393a1883e56ca3b812ceac522785aa3,,1497196800000.0,37010421705040079
1,核准通过,1.0,经理备案,661b4308df8573c2282acf58b9bffb86,变更,1438272000000.0,37012721507280053
1,1,1.0,注册资本(金)变更,89a873be29a724ae9d2950320ee6d555,,1497542400000.0,37010221706050012
1,核准通过,1.0,经理备案,5ad9c24325874f68cf7686ef9a06bd52,,1469548800000.0,37010221607160003
,核准通过,1.0,注册号升位,4412a871fe534b097750bd0b08754a2b,变更,1213064689000.0,3701002808760
1,核准通过,1.0,投资人(股权)变更,5f851c008ee1c9a8913c39005384d5de,,1508947200000.0,37012721710200010
,核准通过,0.0,换照,c1c350272426c4c6a8240f7e0db91f68,变更,1407772800000.0,37011220140812000028
,1,0.0,董事备案,b57ab567cc396570a9f4d9d7ab74e180,1,1372867200000.0,WB370112130703000007
,1,1.0,注册号升位,3b51ef31a8a5b70a15a6428637b43367,1,1211767586000.0,3701811920
,核准通过,5.0,其他变更(邮政编码),1344c984bcfe18863ad393c8ce38fd59,变更,1146028287000.0,3701138629
1,核准通过,1.0,乡(镇/街道),49d1ed08a12fa110bd696f924658c2cb,变更,1436198400000.0,37010221506300016
,核准通过,1.0,管辖机关,3b65d8a1311df3815b88fe199c68cc75,变更,1470153600000.0,37010321606280020
1,核准通过,1.0,章程修正案备案,8ea7792234c752694fe967d2fa59a7a4,,1490112000000.0,37012721703070083
,核准通过,0.0,换照,163c54ec4b3d0f33d8a3856de0421805,变更,1416499200000.0,37010320141121000091
1,1,1.0,县(市/区),c0335a1db337c5f2a630056dcb2f1bb4,,1504627200000.0,37010521708290016
,核准通过,0.0,经理备案,e96ed0e5d31ee32a4c5cc4336a7c4cbb,变更,1372953600000.0,WB370127130701000005
1,核准通过,1.0,投资人(股权)变更,e4f2b1d7e3fd68f1886d73be9f8eb176,变更,1441814400000.0,37010521508260016
,1,0.0,清算组负责人备案,c3368c1af29efd705ef0fb2da9a72219,1,1412870400000.0,WB370104140928000002
1,核准通过,16.0,投资人(股权)变更,85df00ec2ae929978ed894150886393a,变更,1459267200000.0,37010221603210124
1,核准通过,1.0,省,0f5ec6b3af7176797617379e0264c622,,1479830400000.0,37010321611220030
1,1,1.0,联络员信息,081d815e213a0c5a73757edf0de2c22c,1,1521129600000.0,d33901621e0851831c6d
1,核准通过,2.0,省,0061ec61ed1d4db4453b45d70a97e5fc,变更,1432569600000.0,WB370105150112000031
1,核准通过,1.0,省,9b08bb9b6b65d1b919fae341b1af13fd,,1515427200000.0,37012721801040002
1,1,1.0,县(市/区),92db2f24b522441515556e6635775d28,,1501516800000.0,37010221707250120
1,核准通过,1.0,乡(镇/街道),eec00cc3a8315a5cbdbbfffca6550bdd,变更,1530028800000.0,c653016436dae67c0cf6
,1,8.0,一般经营项目变更,5894b77753a9fc187af1af18c674b1d7,1,1274025600000.0,37011220100512000075
1,核准通过,3.0,号,df3e29583d7a061e14980c5e119597e0,,1481817600000.0,37011221610250052
1,1,6.0,省,7b1fc5527780e5a713f32f6fb8c11483,,1472140800000.0,37018121608190028
1,核准通过,1.0,联络员信息,283cd5ee1817ccdfc580c04597bf2bf8,,1463328000000.0,37010521604290081
1,1,2.0,经营范围变更,5de9524c7672b95e46f6d17416ba03ca,,1511452800000.0,37012721711150088
1,核准通过,2.0,县(市/区),966fae4e1bac10d720f6afb193c7719a,,1468944000000.0,37011221607120065
1,1,1.0,投资人(股权)变更,3cd66a91b173791ba900f98745c90b22,,1494518400000.0,37012721702210027
1,核准通过,1.0,企业类型变更,ec61ba0bd03d2a62c20eb754d51d97d4,,1481212800000.0,37010321611160027
,核准通过,0.0,换照,e0cfe54890d9cbd792e193995886db40,变更,1343923200000.0,37010220120803000044
1,1,2.0,董事备案,572749f18366209cdd36442c37378aed,1,1520870400000.0,48090162195033c229bd
1,核准通过,1.0,法定代表人变更,54b39887afe731585ca6fd18c8bdebdb,变更,1526313600000.0,41c2016324d896ca3adb
,核准通过,2.0,住所变更,58ef005a16e3d0a547058b1563023d73,变更,1526572800000.0,a63e016370ea00f1171e
,1,1.0,经营范围变更,a4586dcdd979a6491755a2de4a56e244,1,1410278400000.0,WB370112140824000005
1,1,1.0,联络员信息,76cf21ebe585369c94f65051aa71f789,,1463328000000.0,37012621605130010
1,1,2.0,中方注册资本折万美元变更,323af953cae701950f9302ae440198a6,1,1444838400000.0,6b6b015059e3305f17be
1,核准通过,1.0,经理备案,bb66cbbcb2627d6fe7d02884bebf2ef7,变更,1533571200000.0,dbe00164f9e095147c03
,1,1.0,财务负责人信息,e1452ea0811b6123a31c62ccf90c9b92,,1460649600000.0,37012521604060026
,1,1.0,号,6022bc152d2dcea341ae188aa9dcd57d,1,1442764800000.0,37010521509210005
1,核准通过,1.0,住所变更,a41e0e81263a088164f6977215ca2e62,变更,1451491200000.0,37010321511110035
1,核准通过,3.0,联系电话变更,54e758324064bad8b6b580a2a9a791d1,,1512057600000.0,37010521710260053
,核准通过,2.0,一般经营项目变更,3b3608d4961b8638de61ac41c7e9a89f,变更,1253116800000.0,37011220090917000013
1,核准通过,1.0,经营范围变更,c56b07d3b682e7fe36d834a73c79a995,,1499011200000.0,37010521706150105
1,1,1.0,章程备案,a45526b5b2d4d7d582b3d9f94ab73ed6,,1500912000000.0,37010521707100060
1,核准通过,1.0,号,cf432d4864d377529fd41f2be7874f49,,1482940800000.0,37012721612230025
,1,9.0,投资人(股权)变更,16e108afb4e30849c5c24b2cb65e8df3,1,1402848000000.0,37010020140616000009
1,核准通过,1.0,联系电话变更,03aa9eb1754651b22525e39c2785e0d5,变更,1437667200000.0,37010221506120050
,1,1.0,投资人(股权)变更,c6fe58d00094031482be659bb7b881fc,1,1280160000000.0,37010020100726000113
1,核准通过,1.0,清算组负责人备案,9a0945face2e56a702f28d936057f7ad,变更,1459872000000.0,37018121603240032
,核准通过,1.0,经营范围变更,3c90774750ace12c9a3db9b65d7cdbb2,变更,1375632000000.0,37010520130805000016
,核准通过,0.0,换照,96834eccab1a617ce04bfc31fb0059a0,变更,1418918400000.0,37012720141219000073
1,核准通过,2.0,联络员信息,1e4ee198dc3b15fa88d22e2e20e36501,,1484150400000.0,37010421612240013
,核准通过,2.0,其他变更(邮政编码),095c28290de7e38f8a6606189466ba46,变更,1374681600000.0,WB370127130724000009
1,核准通过,2.0,村(路/社区),5e73442d1b1562581c5aaac29d46dc24,变更,1535385600000.0,dfd4016541a9828f5871
1,核准通过,2.0,法定代表人变更,4a1057eb2d4d9d823a5b6eb7cf1ed746,,1474300800000.0,37012721609080001
,1,6.0,清算组负责人通信地址,f141bb1bdd60ee1667c7110c3dbded60,1,1245340800000.0,37010220090619000033
,核准通过,3.0,名称变更,5ddacb9ce143b1f5eaaeb6325ef537ad,变更,1357488000000.0,WB370112130105000027
,1,1.0,法定代表人变更,364da6031545c60bd9bbbbb287f03041,1,1417622400000.0,WB370102141125000016
1,核准通过,1.0,清算组负责人备案,cb75342b52f12ff6c1c8f1b9cd1d503f,变更,1524585600000.0,8c9801628a0c166047dc
1,核准通过,1.0,号,ca3ba84ff7ad7274b867fac6d4041780,变更,1533139200000.0,fdc50164916c3bf72a38
,核准通过,1.0,许可经营项目变更,131470eb901b141b2ccc564adc187050,变更,1294329600000.0,37012720110107000016
,1,0.0,清算组成员备案,f74e84fa3ecfdfeaedc72231ae8d9403,1,1355414400000.0,37010520121214000016
1,1,2.0,投资人(股权)变更,f0899b854763954514b9c767dbf59e5a,,1488816000000.0,37018121703070023
,核准通过,1.0,村(路/社区),920b0e5f8f7f5f9e0c4ebe63287f493c,变更,1441555200000.0,7657014fa5588ba53dde
1,1,1.0,住所变更,e06a7400dd544917052cae3eb0b4b080,,1507478400000.0,37012721708300018
1,核准通过,1.0,章程修正案备案,07c357791c19c9c8c1423b5553a3d044,变更,1441641600000.0,37012621508130016
1,核准通过,1.0,经营范围变更,330080ca352d904a533cc2dde98d409d,变更,1531324800000.0,6bb101648c395b2577f7
,核准通过,1.0,号,c292b40b9abd10afa1cfaf41bda05daf,变更,1478102400000.0,8e290158289936782f21
1,核准通过,1.0,住所变更,487a00cbe33c1b6a623bfea2f35cd065,,1461513600000.0,37010321604080076
1,1,2.0,法定代表人变更,ed220297f2d802c5a577e245af32aba2,,1517932800000.0,37010221801220045
,1,1.0,经营范围变更,87751867b4a418a9385693aa167cf2f7,1,1414944000000.0,WB370100141029000005
1,核准通过,1.0,联系电话变更,f6822c4fe0bca263528f91e175fe2d9c,,1478793600000.0,37010221611030087
1,核准通过,1.0,经营范围变更,b260564260aa2987c7d2cc44fbe97d43,,1516896000000.0,37010521801160060
1,1,1.0,董事备案,3a18070fac5b5a650970af3adf849a22,1,1445356800000.0,37010321510080025
1,核准通过,2.0,联系电话变更,a3c64e488a64931aa1e8929f5120d315,变更,1530720000000.0,c7d101645f3814a06161
1,核准通过,2.0,村(路/社区),0b1fb70c45ad4f2998dd0cf67354629c,,1516896000000.0,37012721801150101
1,核准通过,1.0,清算组成员备案,d9e75cbe61e453dce5d26229b36efc78,,1498060800000.0,37010521706010010
1,核准通过,2.0,章程备案,f45189c2a5698aa9c94bf08f0b2ed68e,变更,1525190400000.0,e24301621798cdcb0dc9
1,1,1.0,经理备案,ac14c7280bac7e044d6e5227841d430a,1,1445443200000.0,37010021510190017
,核准通过,1.0,登记机关变更,ea5e4138c6923e5083c3286885c30743,变更,1292642512000.0,37010020101218001609
1,1,2.0,章程备案,53aae18ae536eb03f98aad7faf269bfe,1,1480435200000.0,37028221611300063
,核准通过,0.0,监事备案,9d399c5fe4fd51d4571a423adbb8db48,变更,1402848000000.0,WB370105140423000015
1,核准通过,1.0,乡(镇/街道),67cd171620781a3ff4251abf09abf2a7,,1480262400000.0,37012721611100031
1,核准通过,2.0,投资人(股权)变更,d42c43cb1e4b56a362d69c7c1bf06024,变更,1449676800000.0,37010421511190028
,核准通过,4.0,投资人(股权)变更,48c7d9b422cb80a924e071c9ce0fb9ea,变更,1287936000000.0,37010320101025000031
1,核准通过,1.0,县(市/区),2d50024d407dc4847ad53a1074982e2d,变更,1533225600000.0,705f0164b07144db2ee3
,核准通过,0.0,监事备案,3027a2138e0cd22be58d6fbdb71ab9d9,变更,1255363200000.0,37010220091013000033
1,核准通过,1.0,县(市/区),0f44ce78f61f987085e356025349b9ff,,1460649600000.0,37010521603300049
1,1,1.0,章程备案,6ef1d3537714955ba5d158afda437cbf,1,1438099200000.0,37010521507220035
1,核准通过,1.0,董事备案,284295aad0fed84b3a2733911a88355c,变更,1439481600000.0,37010521508050041
1,1,1.0,乡(镇/街道),52a87897433fd34d7f79573b410da257,,1461081600000.0,37010221604090015
1,核准通过,1.0,章程修正案备案,2834b3c5bb18931f3192d840a98f8521,,1473091200000.0,37010321608250034
1,删除或者驳回或者不予受理,,法定代表人变更,0c3c0f53b12bbfb2d9ed3e5d0d33ae0a,变更,1446566400000.0,37018121511040006
,1,1.0,投资人(股权)变更,656afb58125f5ca30823b4e76378e62a,,1496851200000.0,37011321704100014
1,核准通过,1.0,联系电话变更,e63ef15b5ea3138a4e96440ab71f5233,,1496592000000.0,37012721705020098
,核准通过,6.0,住所变更,448b3aaa2914b993cd01c97eac50a12c,变更,1336665600000.0,37010220120511000068
1,核准通过,1.0,联系电话变更,c5d35ec6cdf162cdee5d3e38adeadd78,,1493136000000.0,37010221704110023
1,核准通过,1.0,监事备案,fb325e147df9b751e7d20686a810929e,,1493308800000.0,37010521704180029
1,1,1.0,章程备案,b4e9c6779cd6585109170ce8b9215316,,1475856000000.0,37010421609270038
1,1,1.0,清算组成员备案,35bdc1e3667cd4a35d9949c819074366,,1516896000000.0,37010521801050074
,1,0.0,经理备案,bf52dc293460f3178498b40c4b100e27,1,1323964800000.0,37012520111215000018
,1,1.0,住所变更,8e83b2bb76cefc803986506dc4cf6d28,1,1517846400000.0,7e6501616915be2a794d
1,1,1.0,投资人(股权)变更,5213a3937d8209dc6e2c1bf47a8fa3e1,1,1527004800000.0,b87f01636c0157ad3845
,核准通过,2.0,投资人(股权)变更,aeba6847dc2a33b112b16ebe7fc38d08,变更,1380384000000.0,WB370102130925000039
,核准通过,0.0,董事备案,8179ab275886a459c32c77bd6b5c4376,变更,1306252800000.0,37011220110525000014
,核准通过,5.0,工商所变更,568dd1a21c60612ab451ae9a661ee55d,变更,1369152000000.0,WB370104130520000012
,核准通过,10.0,名称变更,1adb4b40d0cee9a9d43023dfe6045c6a,变更,1184894292000.0,37010232199
,核准通过,9.0,副本数变更,89d0b51e9a64ed6b9ecb16b90ddd0334,变更,1239033600000.0,37010020090407000002
,1,25.0,经营范围变更,91d664dc673de903806ea6356fdd2401,1,1207497600000.0,37012716520
1,1,1.0,村(路/社区),f052f069a1ed05e632246082bc41a9b3,,1478793600000.0,37010521610130013
1,1,2.0,经理备案,1d4f7bcfa6dfe2097d4ae55ddc58ed6f,,1510848000000.0,37010221710310113
1,核准通过,1.0,住所变更,2ca287ea11fd1c03b1cddf5baf709e94,变更,1522339200000.0,5f7001622dc648d04657
,核准通过,3.0,投资人(股权)变更,862ceabbb7ace485d7a0c1a44ffd28f0,变更,1371052800000.0,WB370105130530000020
1,核准通过,1.0,章程修正案备案,3e60f0d2c57fe624e4a5fea99ec69019,变更,1459353600000.0,37010221603230016
,1,3.0,经营范围变更,7783fde192a21bec8838a34139c78cd0,1,1409587200000.0,WB370112140821000050
1,1,1.0,联络员信息,7c0a0c4a799917b4e7dffb8e80a4e450,1,1457280000000.0,37018121602160018
,核准通过,0.0,经理备案,dd265d2d5944ea414ddb1d5048bd08db,变更,1421856000000.0,WB370103150120000021
,核准通过,3.0,经营范围变更,1725cb083bdb30d787788d637e2ce994,变更,1214236800000.0,37012717488
,核准通过,4.0,经营范围变更,b7c4ab2427633257632fdc4ab3c9284e,变更,1331481600000.0,37010020120312000031
1,1,1.0,联络员信息,4c83f3b489c2a256402395bb8b4c3f03,1,1489680000000.0,37010221701100038
,核准通过,1.0,一般经营项目变更,74845df8bfdbf39455df6a0a518ec894,变更,1369670400000.0,WB370181130514000003
,核准通过,3.0,董事备案,5c9b9512bb75da0e6b9fff64421dedbb,变更,1150851411000.0,3701027950
,核准通过,1.0,实收资本变更,f72e27e8c6cecd1359c6900b40d188e3,变更,1257264000000.0,37018120091104000038
,核准通过,2.0,乡(镇/街道),dc56c8029715d16f1ebcf9953d6316ff,变更,1530028800000.0,efa201644049570c212f
1,核准通过,1.0,联络员信息,804bacb69128644ddd18116b41b2afd1,变更,1446998400000.0,37011221510210047
1,核准通过,1.0,法定代表人变更,41ff07e79f95ecc06d5b2d7804488a30,变更,1440518400000.0,37010421508180017
1,核准通过,4.0,村(路/社区),d2db21ea3c551c1ed32b4b0d085fa875,,1462896000000.0,37010421604280044
1,核准通过,1.0,董事备案,41bca51dc180dabedcf078f10f6c468f,,1483459200000.0,37010321611030084
,1,8.0,工商所变更,efd638ba96b9efc1a6fa614ea200a271,1,1396368000000.0,37010520140402000061
1,核准通过,1.0,号,878bd0f7ad8d3dd54c63fe53579dbb22,,1502726400000.0,37018121708110031
1,1,1.0,清算组成员备案,7a8815673bf84a714b215d53d2341539,,1512662400000.0,37010521711280033
,核准通过,1.0,实收资本变更,6c4924aa5bb3466952f6fd50faff0a44,变更,1325692800000.0,37011320120105000026
1,1,1.0,县(市/区),53e79b88a5ab65640baa9aa091886db1,,1468252800000.0,37010321606130075
1,核准通过,1.0,章程备案,c7fd9bd26da6fbeff8ef1c64369bf666,,1491494400000.0,37010421703310046
1,1,3.0,县(市/区),d6cd43c09f38617379c4708df1df148d,1,1524153600000.0,883901626b70670b2f02
1,核准通过,1.0,市,d5358e286fdf955f84806a31916d7210,变更,1449676800000.0,37010221512020079
