cbrq,xzbz,sbjgbh,xzbzmc,cbzt,cbztmc,dwbh,entname
20110516101431,E,370100,生育,1,参保缴费,0010041211,1bb84da59b6703f0aa628ff1f9b129ea
20160224094519,E,370100,生育,1,参保缴费,0010072897,fe207ea498b2262f655cb7c043b68e0b
20140218153710,B,370100,失业,1,参保缴费,0010057204,fc9959a66fa2ffae2db0649f35da930d
20080612144321,D,370100,工伤,1,参保缴费,0010026293,322871f1ac5969ea91957f789153bfdc
20161012102018,A,370100,养老,1,参保缴费,0010079677,5093a9bc760d1f5a08453ece1c18e6c3
20170413085054,E,370128,生育,1,参保缴费,0010086525,a9af7fe0f72b2007a7509886ae671a5b
20080516144316,E,370100,生育,1,参保缴费,0010025787,5e3db596efefbd6f91a449977fbcf718
20140917132941,G,370100,大额,1,参保缴费,0010061800,de389a24f0349b642d3bded220d40234
20180305145235,E,370100,生育,1,参保缴费,0010100719,4de28e3773eaffc0670c0c73757e6091
20151110111644,B,370100,失业,1,参保缴费,0010070722,f9c19412311fc3f7b7aefdb2fdd57e99
20170104154751,G,370100,大额,1,参保缴费,0010082349,0788a0d77e84dfbbe1d3a9c3a0ed06c9
20160425152352,B,370100,失业,1,参保缴费,0010074680,733b933887a8aef638b4d5a2ab52a009
20150921140816,D,370100,工伤,1,参保缴费,0010069572,9e5c08dad90b1a31f199aeb8a957efe6
20160720145112,E,370100,生育,1,参保缴费,0010077264,cd673fb8d7ea86ee7b16865005349053
20091013090615,G,370100,大额,1,参保缴费,0010032214,bc0ca1863eef3f284a9b093e62d9b047
20171016095026,A,370100,养老,1,参保缴费,0010094832,07d92600479156f160075368c18394ca
20180606085527,G,370128,大额,1,参保缴费,0010105605,d5a062e361a546edc12c8c38a019a2e1
20130904101359,E,370100,生育,1,参保缴费,0010054482,3c2f4885fcc67b194e14fe96c9c7e89a
20140923154603,G,370128,大额,1,参保缴费,0010061788,cb2f81809d7cf389b3867837c55f2deb
20150302152830,A,370100,养老,1,参保缴费,0010064822,55b0034e18240c0b3aa4b94963aa26f8
20061204000000,E,370100,生育,1,参保缴费,0010015660,e9b376206715fe20e5480d87d8a23378
20180105102435,A,370100,养老,1,参保缴费,0010098558,664e5c306507900d1d4e7caa0439442f
20140519102829,C,370100,医疗,1,参保缴费,0010059195,2d54bbd9235ca83c26af4ec6c3045aa1
20170511103809,E,370100,生育,1,参保缴费,0010087871,0f7a53f2797952ed7e6ca6439ac48987
20170524104743,B,370100,失业,1,参保缴费,0010088380,e27f3b96a1d3bb068531ee3dcfbd14bc
20160602090541,G,370100,大额,1,参保缴费,0010075654,5ff23b6b7efa07b53706f6a3895d0c9d
20130710095451,G,370100,大额,1,参保缴费,0010053632,8858deae5397407bc76c5249310096b4
20170405145709,E,370100,生育,1,参保缴费,0010085843,4ee21492660d68075ca52b4997651eef
19000101000000,D,370100,工伤,1,参保缴费,0010300479,f82168ea2b9198035328095d81dd6a0e
20140310151057,G,370100,大额,1,参保缴费,0010057661,2b741881587a4e2ba9c92a1e9d8ec720
20080403162221,G,370100,大额,1,参保缴费,0010024776,db13e751b4504f1e8381573391d92158
20160901094200,B,370100,失业,1,参保缴费,0010078355,8616f62c0d645d040140866754350d01
20050117000000,D,370100,工伤,1,参保缴费,0010005999,462db9a846ef53e44d5d0f029a837e77
20180823133402,E,370100,生育,1,参保缴费,0010110295,fb4b2957a7eef090b1a63bac9d3d0d27
20141112132728,D,370100,工伤,1,参保缴费,0010062884,f2a4cca66ca55c86da8247a485948e47
20130903150155,G,370100,大额,1,参保缴费,0010054450,b45978ad2eda23cfe6893b7cfae42d95
20051001000000,G,370100,大额,1,参保缴费,0010007795,4bb53b1539c78408bc1612513b74e6a5
20070903000000,D,370100,工伤,1,参保缴费,0010019789,1984d01ac2ea37753c76a02f3d554a27
20100910113547,B,370100,失业,1,参保缴费,0010037298,10c8cd1e69fac499dc31e7df8c0c26f3
20161108110030,A,370100,养老,1,参保缴费,0010080593,8dbcc7d5a500f68bdc3025d19b9e00a6
20101207144031,G,370100,大额,1,参保缴费,0010038390,a22bc28838c77582dead2213509c0650
20180619143154,D,370100,工伤,1,参保缴费,0010106401,387ee4295bf2f449c6db4fe8ee206000
20100111162120,E,370100,生育,1,参保缴费,0010033378,7d2fc0cc9c8868ff6d04aa61a0760394
20170911153851,E,370100,生育,1,参保缴费,0010093631,1b98e106e7e9d5fa8598d5819514f128
20150807161528,C,370100,医疗,1,参保缴费,0010068621,c9c6b4cf83c50b1f414ae1beb0ec7434
20151207145117,C,370100,医疗,1,参保缴费,0010071310,1a538a1c6bb142baaa70d094a925fb6b
20040409000000,B,370100,失业,1,参保缴费,0010004321,00525fa3cec4c5113ca64bb4eac8db58
20101206160856,E,370100,生育,1,参保缴费,0010038369,216686206641693591775109b0fa1962
20120724140829,E,370100,生育,1,参保缴费,0010048276,40cd1fbecda49472996aefe0c3c0f2ce
20170421145611,E,370100,生育,1,参保缴费,0010086958,a0f602fd61dfe6ac85514f10bd835a26
20171206083807,E,370100,生育,1,参保缴费,0010097157,0d093a91aef474c7c0f0a7ef0492dbd7
20180301162241,A,370100,养老,1,参保缴费,0010100554,de84f7bcffc7c2b28a9209acdc0cf4f3
20140725143107,C,370100,医疗,1,参保缴费,0010060722,9960319a7a518ab5142033a21faf4e6f
20141112104112,B,370100,失业,1,参保缴费,0010062880,6c8483589b7841807238766a6b5f8bc8
20160715154751,B,370100,失业,1,参保缴费,0010077194,0e6433104f970f01469a51aeb8d55273
20150922150856,D,370100,工伤,1,参保缴费,0010069605,aef2d3ad3fc77b463dabfdab4dd928c9
20180719143522,D,370100,工伤,1,参保缴费,0010108285,8b8ddb837244e6339cb0ce55c599d1e3
20061227000000,A,370100,养老,1,参保缴费,0010015938,c352c5312dcb8746598d9dbec08534e7
20150105103726,D,370100,工伤,1,参保缴费,0010063778,535554050f024796fa43950670a8667c
20151203162003,E,370100,生育,1,参保缴费,0010071218,8fe8b0e870a2d8fc2a2f997d4375aa65
20140701145957,A,370100,养老,1,参保缴费,0010060059,a783bd79f4e35af267f5c859db8b132a
20050201000000,E,370100,生育,1,参保缴费,0010006241,55023e6143e09df8703a7cd68d584f58
20170911132537,D,370100,工伤,1,参保缴费,0010093600,627b407c0c43ae1699468b65f32b7ed7
20160607095416,D,370100,工伤,1,参保缴费,0010075935,d5993837411e79c3738ea92a416e6153
20150917165223,E,370100,生育,1,参保缴费,0010069538,443c8228137e6278bbe0576027424b22
20140722154946,G,370100,大额,1,参保缴费,0010060666,c6d7a0edef08b4fd9207633bbeb36265
20160104104243,A,370100,养老,1,参保缴费,0010071752,50cde1cacc1fae81a77903b461f28b66
20141201000000,G,370126,大额,1,参保缴费,0010027546,3adfafef304c4c41ce48c7b37caf3396
20160517160653,A,370100,养老,1,参保缴费,0010075339,b6c5859136b5ddc4a45788c44616473f
20101202104123,E,370100,生育,1,参保缴费,0010038250,ef61407e21d0221bbc9f54db6669cb0f
20150504152520,D,370100,工伤,1,参保缴费,0010066137,6acafe8ca2d1c50768319009bd6fc8ea
20080402092402,G,370100,大额,1,参保缴费,0010024611,f6a5429a389377df7b98d8c0e3404558
20161202100010,A,370100,养老,1,参保缴费,0010081258,5c9ef56944da8a06cd7f985a517a9aca
20160918162405,C,370100,医疗,1,参保缴费,0010079068,2de86463114815b626884b72c8708ed5
20151014132144,E,370100,生育,1,参保缴费,0010070027,6fda75fc5db9ca4bc4c54b14625c622d
20141107134907,D,370100,工伤,1,参保缴费,0010062774,ca0ee858eea66e44f34358216936f2c6
20170922104409,C,370100,医疗,1,参保缴费,0010094127,10a3679c9f71ff4a409c54d5e2b5c175
20180413144656,B,370100,失业,1,参保缴费,0010102979,2e6bbcec97d048429ebc0de5b6ed3a59
20070522000000,A,370100,养老,1,参保缴费,0010018492,91804cbfb5bf8b489fd6f4b73579aecb
20150609142125,G,370100,大额,1,参保缴费,0010067142,786f079c2ef8e2f850bd35431e9a154b
20170419111308,A,370100,养老,1,参保缴费,0010086808,8d0e6fcd09dc905056e31691698518ea
20160713110618,E,370100,生育,1,参保缴费,0010077092,2e900f612b21fa397f21446054ea5f2b
20130909153226,E,370100,生育,1,参保缴费,0010054636,69fc8e2b42bdf00cb90bbb4e688fa6ef
20090721151917,C,370100,医疗,1,参保缴费,0010031456,24814951835346ecbdacaed045ae28a5
20161103103631,C,370100,医疗,1,参保缴费,0010080361,6722f68c48453a23b3e74e94e2e7e726
20140926102512,D,370100,工伤,1,参保缴费,0010061930,feb58631c5d3be1f368a36d59dab253c
20120502113058,G,370100,大额,1,参保缴费,0010046785,2f7b944d67670735ab60afb2e0d28a3e
20070322000000,C,370100,医疗,1,参保缴费,0010017138,e93c2dd89a437b9fcfd316ae65bf1b1e
20170106095936,G,370100,大额,1,参保缴费,0010082502,d4ba0ad8bd3cded69bef4129da93faf7
20081212134244,B,370100,失业,1,参保缴费,0010028446,8bb9504705849b268fe1ec3c3d3dd290
20151221155014,G,370100,大额,1,参保缴费,0010071645,b48ebddfbf69d2e3f8852b692da9366e
20141205132856,A,370100,养老,1,参保缴费,0010063301,ed1e342dcf5f99ddd9cdb92bf153f1e2
20170605111234,B,370100,失业,1,参保缴费,0010088804,9cb8fa3ccfbf6204fcd0b1b943e9f5b6
20160107150033,C,370100,医疗,1,参保缴费,0010072049,6f390502fe4304b08bc29a53cb5cb11f
20091103134346,C,370100,医疗,1,参保缴费,0010032442,12cbe38250c5a17815eec1aec78ffe7f
20100709111246,E,370100,生育,1,参保缴费,0010036456,0a32bc7a180e2e3d798637df9cb9d8bf
20150518134009,D,370100,工伤,1,参保缴费,0010066610,ad91d8f0347e3aa6ee5d0ae434f49dac
20100709132940,C,370100,医疗,1,参保缴费,0010036457,f672ab58e6dde9f5b2a8b14728e7bd72
19000101000000,B,370100,失业,1,参保缴费,0010700557,99201dadc24a08a148c061e7b4ba678f
20170110132009,G,370100,大额,1,参保缴费,0010082787,b9ee22870db301e5348974759eb8d143
20140310144652,G,370100,大额,1,参保缴费,0010057657,fd5bc388a23247c92b32040cb224bed8
20170711102703,C,370100,医疗,1,参保缴费,0010090711,3f7d6c423bd947e0937da1de977970f8
20120903163222,A,370100,养老,1,参保缴费,0010048837,5c8674659f249243bed211a5f2518267
20070115000000,B,370100,失业,1,参保缴费,0010016196,a27891867719b761a67dd4eaadff09d2
20130503110829,C,370100,医疗,1,参保缴费,0010052369,d907721f20ccdb3fb4d95cc9bc6e7fe0
20070605000000,B,370100,失业,1,参保缴费,0010018767,13563b69f43268ff3a5aafa76e1dbe90
20070821000000,A,370100,养老,1,参保缴费,0010019705,0d05c84f156305ab863b22cdc8d15b48
20180806162359,B,370100,失业,1,参保缴费,0010109293,68f2eb06fe0d2b94bf162efd55deea6b
20180105100537,D,370100,工伤,1,参保缴费,0010098542,14a4aa0c30523a409ddc5fa2434bf098
20160818100055,D,370100,工伤,1,参保缴费,0010078167,53ce784919cdaa2c79ed60fcde9bf913
20161104142014,G,370100,大额,1,参保缴费,0010080474,00c0b12a6e742527b1872d65465b43e2
20160919132719,B,370100,失业,1,参保缴费,0010079090,b7f2149c8ba8dbbc30fcab54f9529591
20100407144850,D,370100,工伤,1,参保缴费,0010034630,a34d6c349cdb2b49db9465494e2403b8
20170706153149,D,370100,工伤,1,参保缴费,0010090486,99b988f191de679109f4223ee2e397b2
20150821134201,B,370100,失业,1,参保缴费,0010068923,203d618339445f109fb80a1e1c8289e7
20170421091441,C,370100,医疗,1,参保缴费,0010086904,a9883655431bb5423e1b9806747544bc
20150810101522,C,370100,医疗,1,参保缴费,0010068634,3edabd90a403bcb6c4c2da60f498b5c5
20170405105222,G,370100,大额,1,参保缴费,0010085767,9fab248d245e2579febbc2c459e66c5e
20161110094745,C,370101,医疗,1,参保缴费,0010080722,4d2f80a894b0ca8992d9cac1f33f324a
20170105100910,C,370100,医疗,1,参保缴费,0010082393,953b275b45568ecf28a506b6d5ded531
20120106113258,C,370100,医疗,1,参保缴费,0010044739,323d70984760e0282b7f295dc5c9cfea
20141009140439,C,370100,医疗,1,参保缴费,0010062034,852aa2f211285cb54cf5b982dfdf1090
20090511102015,C,370100,医疗,1,参保缴费,0010030402,aee392a60e787c5a8c145038fbd852c0
20170303141519,B,370100,失业,1,参保缴费,0010084502,1e0c3b91fb606d69617dc3e6ca3258e7
20110303101810,B,370100,失业,1,参保缴费,0010039558,9b591ae656d66218df2068e6f12dc289
20111220125611,G,370100,大额,1,参保缴费,0010044419,87cd052d173fdd74f09d355eefade66c
20150101000000,C,370128,医疗,1,参保缴费,0010030939,99eb9047e29b9cecbbac0b4a920ca442
20130419104059,B,370100,失业,1,参保缴费,0010052223,b3ecc9c0c27c81cb0ef814b713899a1c
20160406100745,D,370100,工伤,1,参保缴费,0010074017,73ae48324dd2eea9be64a4e60f28b1e4
20180719100054,B,370100,失业,1,参保缴费,0010108257,ac451fa4145bda44259d6cda85c09948
20180704111429,C,370100,医疗,1,参保缴费,0010107177,d32a2773b55e66ae97f6dbb966fe3b60
20180420133728,B,370100,失业,1,参保缴费,0010103299,560b1a76106ca2372067777aa27a72ef
20120705145319,C,370100,医疗,1,参保缴费,0010047985,d2f523aea6d4659e93c3fb1cb79ac669
20170405142519,D,370100,工伤,1,参保缴费,0010085815,2303e879f81ba5212f38a95bc9ddf606
20171117094822,A,370100,养老,1,参保缴费,0010096462,da09bd8c33d184993518093e630f48f8
20160307141538,D,370100,工伤,1,参保缴费,0010073299,a05603429f0c7a135c9823241927d052
20051001000000,G,370100,大额,1,参保缴费,0010202650,4c48b17cd3e74f0fe3f29c56694f039f
20130411140423,A,370100,养老,1,参保缴费,0010052025,be341e482ca97a452ac3e7b52a532f27
20170210134942,D,370100,工伤,1,参保缴费,0010083654,8009450fd1565a36a083b8f854e4da81
20100511143249,B,370100,失业,1,参保缴费,0010035381,352ddfabbdbc7b1d53b52e12e8c47b4e
20171016111810,E,370100,生育,1,参保缴费,0010094866,d58104c7c2383edfa2539166c7a58c36
20170717103525,G,370100,大额,1,参保缴费,0010090941,1343c54e24cb53b905eb5a8566e8fe45
20090407134614,E,370100,生育,1,参保缴费,0010029755,e433c54d4236054dded94cb4a6fdd957
20080320091654,A,370101,养老,1,参保缴费,0102154646,17ae64ed0ce500f0ce05610a2f06d16f
20050308000000,E,370100,生育,1,参保缴费,0010007702,462d04d8fe0e733d7c0f640e7177800b
20170315111030,A,370100,养老,1,参保缴费,0010085232,2e85b36584d2cf0c2a586a6748db7243
20151012154326,A,370100,养老,1,参保缴费,0010069927,50e7108c472e77416f1722b623d2b396
20180509101859,B,370100,失业,1,参保缴费,0010104252,dbfb0c9296e8f913443a3ab6a9eb49ef
20110406152118,A,370100,养老,1,参保缴费,0010040329,f7c7409c47e70c5a43eddab4064d7b98
20150108112651,E,370100,生育,1,参保缴费,0010063998,b8bda65fb439edefd506af6461305396
20170901135324,A,370100,养老,1,参保缴费,0010092919,cf53d8bb281ec50bb7d19d89b0299886
20080616150012,D,370100,工伤,1,参保缴费,0010026351,223e9650c7d143a67a758874f89a1d58
20160810160550,C,370100,医疗,1,参保缴费,0010077959,7d87d558da1ef959440cd3e55b42b700
20171225103442,E,370100,生育,1,参保缴费,0010097969,b3c6a2ec51120e87328d4d5bf2785106
20140710145153,C,370100,医疗,1,参保缴费,0010060448,6d2dbbba4e4e3e66f1ea4a6d3f5a421e
20180814110436,E,370100,生育,1,参保缴费,0010109898,7eccadd8f4f4d78f724a681afef27270
20130924111326,D,370100,工伤,1,参保缴费,0010054827,009e9f16fec951ba8dab5b2890e4a3c9
20110114145251,C,370100,医疗,1,参保缴费,0010039052,f634e370a5e9d19adb2155f28209613c
20120405144753,A,370100,养老,1,参保缴费,0010046263,626a8b28b27e92cf487ccd07767ddad2
20180806154702,E,370100,生育,1,参保缴费,0010109281,76c20a8111410ae4041da4f4d2be0426
20131104105357,A,370100,养老,1,参保缴费,0010055409,c9c02eafdace4290c7cff7a15855ea29
20070917000000,C,370100,医疗,1,参保缴费,0010019976,1cf1703b1ffe9943a1ef2931fb6b38fb
20140807092102,B,370100,失业,1,参保缴费,0010061007,ddb6315ad3fc4e470377e62eaa7c8222
20150319104610,D,370100,工伤,1,参保缴费,0010065231,62ed4fc164944a2cb9226db5c6a79259
20160909135753,C,370100,医疗,1,参保缴费,0010078891,d1c31b2da6fb8f9beb476506080e9524
20160711154534,D,370100,工伤,1,参保缴费,0010077017,7220763527792b31954ef64db4530eb1
20140905135103,A,370100,养老,1,参保缴费,0010061588,61d3478a18b947eec6a0e21e3a0aeb5d
20170605094852,A,370100,养老,1,参保缴费,0010088768,1567e104e3eb0e72fe15fca1cac13290
20120413104931,C,370100,医疗,1,参保缴费,0010046532,e64a6d5a752dc19abf2af1862e0b16ae
20090804105249,G,370100,大额,1,参保缴费,0010031524,39d6a8ee0e450e20f66cec8c0a7e5796
20170721130215,C,370100,医疗,1,参保缴费,0010091170,f2a6e7e214a0c8c09f50f00367b4d423
20180509163210,G,370100,大额,1,参保缴费,0010104325,7384d2c1ad597d0bfd41467cf5ed6b09
20150908150224,G,370128,大额,1,参保缴费,0010069266,9e728a0e9581643755e6e796a55b5eeb
20141103104439,E,370100,生育,1,参保缴费,0010062507,34b37b0ced04186bbb84b1542fcd444f
20160322152401,C,370100,医疗,1,参保缴费,0010073745,71f286a130ed1fff61fd614fd629d624
20150403153950,G,370100,大额,1,参保缴费,0010065516,2eb11bd9a8babd4ca8138965eb10f850
20151110111059,E,370100,生育,1,参保缴费,0010070720,dc80f699a60edc805b5d7062fedb6af3
20180103110817,A,370101,养老,1,参保缴费,0010098260,8c7cbb09554e25a37fd762e09618017c
20170712132030,D,370100,工伤,1,参保缴费,0010090792,51a2e4f1c3f73bf0848798f5ea9deb26
20160316093443,D,370100,工伤,1,参保缴费,0010073578,f77874b3adbce072b862fdfef02cda3f
20180119095802,B,370100,失业,1,参保缴费,0010099453,40db147d94294c88c287b70c825bf2c4
20080310151528,C,370100,医疗,1,参保缴费,0010024100,927081da9c436e8702ec6105c72e3788
20160816133705,C,370100,医疗,1,参保缴费,0010078109,75fa50b16442cc360b547b2813bd655f
20151106111705,G,370100,大额,1,参保缴费,0010070617,a4d3f58a40bba2caf3f3626999889e1b
20141016111010,G,370127,大额,1,参保缴费,0010062279,9640baf55d05be55db3c490b6b2abe3e
20060414000000,D,370100,工伤,1,参保缴费,0010013124,ef45d022c80d81e98c01913c4b2b6ca8
20180202100220,D,370100,工伤,1,参保缴费,0010099864,f106ff7115404631e065c8e2eea53051
20171116094423,G,370100,大额,1,参保缴费,0010096406,29988661a1d4f5c1e015aebb909a1cc0
20111009095333,C,370100,医疗,1,参保缴费,0010043319,82ea7e160e0994e490567f9fc90192d0
20140806140052,C,370100,医疗,1,参保缴费,0010060972,171b429b4f892c6cb19c807a9439194a
20160817104527,B,370100,失业,1,参保缴费,0010078132,7938a4c607cc011dbd9f572231af6274
20170803084755,C,370100,医疗,1,参保缴费,0010091589,0af60f296c76369cc519a0db04323bf4
20160908093959,D,370100,工伤,1,参保缴费,0010078799,9d3d9eee18d14e3069cf207e857cf252
20070126000000,B,370100,失业,1,参保缴费,0010016352,c427a4efd7f18c3e1a74b3f1497c24f4
20160804151439,E,370100,生育,1,参保缴费,0010077696,85b5711e2d0bdbaf788908eece4f55e9
20051001000000,C,370100,医疗,1,参保缴费,0010001907,4e3147c55eaf02195b37fe35dc620053
20170801131154,G,370100,大额,1,参保缴费,0010091416,0411d003f0c44ff80dcbadf155a60b49
20150623144129,C,370100,医疗,1,参保缴费,0010067444,6fca88f301661f5299414682b49c1340
20140708091750,B,370100,失业,1,参保缴费,0010060319,6b025ac1bf2fa5d4669ee8c7503bda47
20171124100604,G,370128,大额,1,参保缴费,0010096702,765dd5a857d7ea9e853b77fe9dd69ff4
20171103110138,G,370100,大额,1,参保缴费,0010095642,82ae977a4ebbecfafbc436074438a314
20160918084856,D,370100,工伤,1,参保缴费,0010079035,27dc2cac0d0c8191317502c50ae2845d
20180305101741,G,370100,大额,1,参保缴费,0010100667,62ffc1d3a86797552ee7547180f1037e
20180608093447,G,370100,大额,1,参保缴费,0010105860,e60d1b24b823ce01bfa3dc7d3b4f32ba
20170424150519,A,370100,养老,1,参保缴费,0010087011,f79d5c038fec3fef7c80c154f3def240
20170109095115,G,370100,大额,1,参保缴费,0010082620,3cfb7792b58756b3ea74f1282f407f46
20060803000000,D,370100,工伤,1,参保缴费,0010014600,3e4eeef330419fc67182538bee751801
20060324000000,B,370100,失业,1,参保缴费,0010011492,f7a517c1e84d03fc6cd2722fb85aba01
19000101000000,D,370100,工伤,1,参保缴费,0010500986,56a65af536425159ed6b70002ee1755c
20170524105648,E,370100,生育,1,参保缴费,0010088381,22d935da02c9decae36ecd8bc1a115a2
20170615105723,G,370100,大额,1,参保缴费,0010089525,78f9b11d460ac4f3cd7c51f72487cf2f
20110908112518,A,370100,养老,1,参保缴费,0010043039,107e28c0b7a74f614b666f9d073197a4
20150605103453,B,370100,失业,1,参保缴费,0010067004,9fa89b10e7194daaea7a73e2d5b6c118
20111009092713,E,370100,生育,1,参保缴费,0010043313,b6614b39714e624e39d2a30800d27d77
20100205100215,C,370100,医疗,1,参保缴费,0010033703,b434c42d1bf70a08ba014a27d031bea7
20160504105629,C,370100,医疗,1,参保缴费,0010074793,0e450a2d7f1608148dc88952ab000a5e
20150901144343,B,370100,失业,1,参保缴费,0010069037,aa926f51b09bb2a8d23d0d52c3a81f22
20180425151905,A,370100,养老,1,参保缴费,0010103465,f941b11338f2601f7974c81350f22044
20090519101820,E,370100,生育,1,参保缴费,0010030586,a9b92f562b8be557bf37d01f46db8505
20150327150130,C,370100,医疗,1,参保缴费,0010065339,9f1274fad54e9e5c0daef45515869f12
20170419105237,G,370100,大额,1,参保缴费,0010086803,19e0463614700c1ccdbf9328b1633171
20171212154810,G,370100,大额,1,参保缴费,0010097590,9bba14885c26fb207d914b1a061caf06
20170320164818,A,370100,养老,1,参保缴费,0010085399,8410afeb134782d5667640ca7c48a618
20170306162619,B,370100,失业,1,参保缴费,0010084660,213380aea179e9a0803351f322e6c121
20110909151553,A,370100,养老,1,参保缴费,0010043074,dc9dc5e07e781a0623b473eb2d8f4866
20141225145341,G,370100,大额,1,参保缴费,0010063654,6c448debafa91ba222007d524ed2921b
20160902103151,A,370100,养老,1,参保缴费,0010078486,5b3961a6c93b5c5e40aaea72dafbe44b
20180523133414,E,370100,生育,1,参保缴费,0010104949,5e515776727d080525185dd6c7b1fc2d
20170119092533,C,370100,医疗,1,参保缴费,0010083149,a829abbd9e5c4d4a384240890d4e7706
20170427101425,D,370100,工伤,1,参保缴费,0010087072,716d946253de1e159878cec8f19a056e
20090522103821,D,370100,工伤,1,参保缴费,0010030655,a24531245d1bc35b998d92a5aa91d0bf
20170301143745,B,370100,失业,1,参保缴费,0010084251,e6503054064cf133902fd6a6f826adce
20131015143302,E,370128,生育,1,参保缴费,0010055125,b201441b79dd06cbe81eaa9f3e049a1f
20110408111215,G,370100,大额,1,参保缴费,0010040467,877c1696aae8f2ec0e9a299c6f619264
20160908093540,D,370100,工伤,1,参保缴费,0010078798,b82ad4b7531e4a706795731ac328f5c6
20160928132601,G,370100,大额,1,参保缴费,0010079294,b9005b16d4cae05f53a5b080752cabe4
20180525141452,E,370100,生育,1,参保缴费,0010105068,b3156851a7f6c1fbbc5aafa317f2b731
20120504100513,E,370100,生育,1,参保缴费,0010046880,900d20bdf498a61ed1caae30b784b1f3
20180212085921,E,370100,生育,1,参保缴费,0010100316,c5897ac671b2724f445f41ca0fbf3d8c
20150401085821,C,370100,医疗,1,参保缴费,0010065342,1283d7432ca3782a4d9f2b494225f09d
20160418150316,D,370100,工伤,1,参保缴费,0010074519,186575d738697466946d3b2b7f032000
20050124000000,E,370100,生育,1,参保缴费,0010006196,dffc066b93eac8f055222f264ceec7af
20170321154100,C,370100,医疗,1,参保缴费,0010085447,9bacd3da3405e6b268c7f946cd6b1265
20070410000000,D,370100,工伤,1,参保缴费,0010017648,beefb89fcaee15bec4dd5d1247e6cdfd
20180810132116,A,370100,养老,1,参保缴费,0010109765,4e33938ec5b49c11988fc7af188daa12
20041010000000,D,370100,工伤,1,参保缴费,0010005188,2b54874f11bcc6fca124f852e1372824
20130307104422,B,370100,失业,1,参保缴费,0010051412,9071ddda73c8ae7f0aebeff7a9780c12
20140815111140,C,370100,医疗,1,参保缴费,0010061225,ba0d95e1ca3a272dd99d2f52aae869c3
20060322000000,C,370100,医疗,1,参保缴费,0010011419,71e110f805ae4dab83037de1eb2a1753
20120712143731,A,370100,养老,1,参保缴费,0010048142,edc95629ba44c6589e9395bd9c444e7f
20170815115832,C,370100,医疗,1,参保缴费,0010092396,710e290663de078d96b91a02926f05b3
20180904104311,B,370100,失业,1,参保缴费,0010110793,d32d9fa7361a4d5c4b34aa30a37b2c38
20100602092155,E,370100,生育,1,参保缴费,0010035724,e91dcd5904887ba1814063fd7447069b
20070308000000,D,370100,工伤,1,参保缴费,0010016811,1f84f020001d0bb8f66dc3ec37c12b83
20150402150120,G,370100,大额,1,参保缴费,0010065443,cc2202d1688cfbf99ba804d1a89a7475
20180608090337,E,370100,生育,1,参保缴费,0010105853,565799d04759c964cb7b5a1366e844b8
20180109101147,B,370100,失业,1,参保缴费,0010098807,461bbdea12897fddfdb3b3a6f71ee8b0
20160323103909,A,370100,养老,1,参保缴费,0010073753,5173bb026f45505092822a618a441e8b
20171204094023,D,370100,工伤,1,参保缴费,0010096912,ef5ad79c9eaef1cf3dc34ec3f81c93f7
20130702142515,A,370100,养老,1,参保缴费,0010053406,d45dc1636f462935ba683ebda67b4d41
20160519135028,E,370100,生育,1,参保缴费,0010075397,a821435aab4a92d91c33c377b47597ec
20130520143358,A,370100,养老,1,参保缴费,0010052776,00ab677bfee3a3de0f766183ee6a022f
20180806084654,E,370101,生育,1,参保缴费,0010109163,96183a61e03e4e7c0157699df71f24f3
20140318105047,E,370100,生育,1,参保缴费,0010057830,cdaac703e40b7a15e80ed0e5ee1a03ae
20130801105718,E,370100,生育,1,参保缴费,0010053860,8c76948037b3cd70c110e6916987fadb
20130823153800,E,370100,生育,1,参保缴费,0010054330,62779ac6fc5d0e97fe7e42ce09919975
20170324090944,A,370100,养老,1,参保缴费,0010085537,a15da29a46f23be7323cb4ffa4a1d93a
20180606085527,A,370128,养老,1,参保缴费,0010105605,d5a062e361a546edc12c8c38a019a2e1
20060821000000,G,370100,大额,1,参保缴费,0010014797,7f12488fcf725ec36fed010c23737fa4
20160922133456,G,370100,大额,1,参保缴费,0010079211,d2f08baffb355c26675fb745028187ba
20130603160932,E,370100,生育,1,参保缴费,0010052907,48713fe824190e2de8e03bd063f2e3ee
20120807103355,A,370100,养老,1,参保缴费,0010048487,b49f46838612bd22dfe70504543fd7eb
20161214114229,A,370100,养老,1,参保缴费,0010081843,1fad25c95d2a14fdda1beac605a18e67
20080116140541,B,370100,失业,1,参保缴费,0010023313,5a13c4974d5f7d8111acc1f5f12864cd
20180516104640,D,370100,工伤,1,参保缴费,0010104647,8c4b497bf183abb2531b983b00c1aba6
20140506144104,C,370100,医疗,1,参保缴费,0010058839,d166196bd37a78f05e20323b8c43a0cb
20130703105911,B,370100,失业,1,参保缴费,0010053437,e80308dc56dd24044290b1c75d00f9cf
20151104151203,G,370100,大额,1,参保缴费,0010070506,1d9559dceffa8c5f9bf858587d76f58e
20130409145243,A,370100,养老,1,参保缴费,0010051928,46f2d3f42d61ba3178f724e2cd3cf3aa
20070101000000,G,370100,大额,1,参保缴费,0010016014,e944a2b2f30496a69c666ceb8a2aec96
20180510125823,G,370100,大额,1,参保缴费,0010104370,aec56cdee59e37d3703fb141670679d7
20130401143109,B,370100,失业,1,参保缴费,0010051717,c8bf61484726a45afb53e01b1f7a69f6
