entname,qcwynum
c99f309fd27bb19dc6745090d8a8404a,25
85de59e2ac2a57e3f633dce4f532e385,16
300c58fb4f0437e8c561e01c62657fdd,12
e23c40c8a86320b9044eea50865ed748,35
3bed1802277c3e3f4867bdbace7ed318,3
7eb035ef3c784b830cf2878454e3e4db,21
95989a7efebc8835c7baf0ccf6828214,9
ea73fbbebe956b0a958caef0b4bc0068,11
df4e998e96952a0ea0a968191ed62686,9
dad5bc04468da128bd877bdaa9b52856,25
e0c035cad452e7d2d5e9d3dd5cf11974,37
2ceb9b87721ec8e4722f103bce2ee42f,3
4c89aa40ec55c8bfab97439ca010067d,3
bc6c576dae9b0a5b28abbedb2e8530a1,15
cbbe3eb6922d5df24ba59b7e5afdb64f,33
f501ec1cdd1b0a738ad06576102c46d8,7
889c4a66627638021582d2a03dfaa2df,5
a177ca6b00f6c59a7580193b4125846c,108
fc9cd116de87d7935421c9b34d9b9f3c,18
0f0db64c4c0e55ddaa0150d004dcef24,37
927eeeeeaa2cc110f4549f0451b933a3,7
771fb14197afe931a5f31afc597ef68b,14
8485a41995f35038b3c2bf4f866d1f8f,5
f24dd7e2abc2b41d9e912366468fa6bd,15
2c4554fcd28fb9cef2c043e6133c8bc0,11
dd00725683df1017f33ae430be5066b3,1
375f9cd8e5db46498486843597a32702,11
29594a15f5bef6d1984023e9d6069a8a,47
e4cc864ebb9219b57873df44a1f9dfae,28
c335332710c9a729bfed34cb4acfeb98,5
93e3496e2d7b4835d75d5fc8f2d51fe2,27
8f1c65a6ab1dea098460d84bc13c5bdb,4
0dc61afd61f141308407d9960fdf43a9,7
5380a3d1ddfccaec8bdf32baa9d29800,11
40229c61652b2e189c6c8496b10af85f,4
14482ca5016d3a9446573123b937a5c6,3
a30f832e89a71d079e99b48aff8ec49e,18
86e22e77069b2b6e7902f77dce7e7d15,18
1d1d9e47fef8e220fa726d8e6a7f4e2f,24
a111c2ea637c0f2053d1d9fd33327b2f,30
18126e3dcb3610f4e403a7e9637ae879,4
1c34820a362f52acb24b17820c2671cf,4
e11edf4b0ec6821e4e379a782385af8a,6
17491c74637f27daa8960705f77a50d0,17
728ce15db97e7da1447de598184f22d2,9
a347c012a85c82f891d3a3a66aad32fe,20
0143ac0724f4b2a10b3d10e8bcec0894,53
5259d4fac8f2c5afe0459cb1554848bf,15
e878397dec2cdbce02d473d3291953c1,25
ff7a332dbd4309bc08bb4ec2427c6ec1,6
bfd64b267a86725a453b5414ace95a31,33
c2f1c160f94baa9603595ab6bdbf1c47,33
ec1ea67dee65ea66fd91ef2accda2cd1,35
e057e4872a8861689014f5cfabf7ebe5,28
33b06575304c31a42c2b2b5639fadb87,253
d0d2d3e2f11447dd7af9265931784c42,44
21cd70a9ca0205bb62249d38d7b01179,78
c6575ea3272c90eda7c17b706ebc221c,26
4e929491af766b3dd9aeadb5b2507e42,29
deea4f822e036f9bf676b2a37e06e77d,23
e194b5a8dc6b20ee7a4c28c4dbb19947,13
7d7dd447b30835c4f0e633bf09ee9c3d,23
65421159eca85664bbc4fdd709dd8b21,10
96f8449e3e882c1a6e899a58660fb7ae,22
b1b77d61151e53e3d82899bab4ea941e,9
9210395d6dbe882b893fd8e92970ecc9,10
b0c5a00ad5da6b1a3ac35cb2693d06ff,267
26f630d193a38fe7dc484ecaae67b322,28
78706640baa93a1ea647f03d3e639baf,22
891dc3ae561ff9b2caafc20ff86ae6cd,8
66006f74235ebb7415d074cade220484,9
a941db6c65a698a34e6d58bc2ee52b0e,51
aeb1870b4d4b30e1d67748cdc8f19084,66
c889005bf162c54606b7dd87c4c874d4,13
8c9c6e8c7f8ae5842f1d2eb70fd6ff5e,25
a97dc1b8a3fd2432a99fedea5b0915a5,16
b7a65a84aeb5b0c7d479b11f358e77c4,62
ae45975438f195443ce29e5457cbc7e5,19
bdf1f94a5cc52ffcd1541f6772447d8e,10
c8eb0662f7b8284179ad308ab5f95dce,15
42d83813664703a172a240ffd7e7a9ec,14
1e1b32a7cf85b169ae3196fbcfa5cb76,33
7e5802b57426ca4fcd3ece26093ec437,61
58c10948aa12e83857cb8d9395404313,9
e789e042cb2b796d0b95374405b086a9,19
c9e0338185013c53c4255deba68d86f4,30
b1186aab03c70865c1e013a16b744b76,15
f11e202c259b71f7b7bef63fdf15fca8,18
8f57923d433584a7b6c2cca74e213dde,12
389b0368e3ee43757d6fab1e33302bd5,9
5f1bc2ac22850855bad29f1311ea3af7,15
e18c31152deb6d2c47f62d3bcb277850,22
80a6815797535ab51cf61c138133c37e,16
5243ed9b95fae06280d15c410d96eead,10
a7f7b3b2aa607649769ae31734113a5a,20
729800fcca047afdbbf34c8077e3f062,18
071321f5dccb45f3eee1186efe5f58cb,44
fb325e147df9b751e7d20686a810929e,3
5b0a8d9619ed186e7b5d4ae7665b6043,17
d1667a3d169a227e38f6947262a95731,10
92cba552fd166820602aeb57c0e39f39,19
3f6b66446b2f69601f02dea03bbd16e1,8
cda356447512586f47c75cdcfe9817a5,26
9b18ffb59d39995390876bee7a9d2b8b,15
68aaab87bea520aaaad3dcdaab89b6cd,35
4edcfb52a6b763ae94171ce4c6c57283,13
428ad31ca0e51af51b1e748511133a97,8
50627175d82dce937ed824ddbe51aedd,11
56afe07166a1b8e371d84f8f2cac9e7f,4
e9a3118684288562f9393c2507166c6a,12
73f3de0eac92b6b2ac5c1e6ef3aa90a3,4
960fb45bf893fd31aeff99b2e006a227,11
b4e199d9a80fd9665a9aaa5ca9129fd1,1
47c99a7ba441d700485598d5b016c945,16
38b7dd90521e1258a76d21aed1372c3d,5
d152dbce42ad6bc07aee68d2eefeae58,21
7f8f910704a5a04f9e62e388bc46c2d8,10
f8001dd1d828ccf3d169922d676b9bd3,3
aa8fbda4aea973645da03182317b7f24,20
05fe9c3e42aa197b51bd0d24a80c6f74,3
f1b1eca6b2338378f1692675df2e8397,7
1abcaca280fc5434274eb2bc72f11d7d,17
d258a608eae12aa10804e9e91d2d0bed,7
3a73808934579ec64a8f3aec9a869316,5
fa1fa472cff1ed4990cba5ba6a2ae3b9,24
82650218e56c961acc3467c3c90b9712,15
90dabc7d430f058fbe29d48b8619aee3,4
aa4ef49a1ad82e5db9b5c09005f88a68,4
1256ba1f89c2bd8dbc943c6da141c235,2
5d9ed3432a224497937a6f847cb678b2,2
711695cc050c6af1cd905ac1eae0a0ec,6
55d15634f427e916710ca07b7503b109,3
701e8b2bf5f0bebcfcf60ddf8eb2eeb7,2
1dab353a4939fbbde0bdae0a71370b08,9
4c8aca072bca299aeb75e61c5586f960,7
73f9d23e7d9e2a2974457d9e317f94c2,6
323670a0d2f6b7e86306f6d7125109d2,3
75e74e3c7faf4761b7b67e160ecfb2da,7
e918281038bd3d213ed2d3c75aeb050e,42
fbbce91f01b699ea7b880e5bce378a2f,5
76ec88430762ca68a36ff6ff313aa869,11
5224babf5596a558aa09929837c7b1b4,13
0977df426c965bac082391b81be03906,4
0e5590d5b391348128104053681dac74,5
7bad39195a6afd21c5c4ca2ef1f34706,9
1692cffee5aa4fb271d937371ea76e41,5
fdcf2f6e4901af541e95fdfc9fd7ca09,2
9f33d4522886e06a1bbd7fc0f678dc3f,23
aaa5a2048c95d7190b32694c438198b6,3
e04b52ce8049de3116fd7cb0034c461a,12
c87834295ba74bcf97a631c7a782c1f2,96
6a67cb6816a133b7e396739a765e514a,28
d7d2e6464192f223c8281d038e3e45be,2
94bf62cdaf231cdd7c74d3cc9a6bf14c,11
68235d82f5c6fadbd8d412004c1f3c12,9
5cebd16dc4cfb7f0f1d092df217c6243,25
f3f9df17db6705b211dd47287416c180,16
dcd2393d2c907467ea296653a5164226,9
548256a3ebac8c3f62814df19b97daea,19
2d6bd0f519e33e2336b64b94464065c0,1
972d02c62a98e1cc86837b504d566806,2
2712e7c05b4243f0b7fbec82340d5c8f,2
6c2462e66790622ff56f08ec41d0559d,2
02c9e1a3c4bbb78d9e717281e2e9cbd9,1
cc91ff419f6471ceb88c39ed82776826,5
aa929165c893a5696f5d1b78b51d813c,11
5a783ea491b9cf94275bfc928cd8bea7,1
8167b871963b1a40ee5e47c4ac427529,1
2b79147201dc350a8f5df0aec4bbe94a,12
3e0e800facbf0de192d77762f375d59e,7
32647b45623c775202c10d9f65c9b097,2
913c7a3ca9e3bb91c46807cfde855294,6
381b438dd5a424b68bdcd201fb9a6285,7
9a4e5a941e66ff14be2edc76729f664e,9
c91e4eba7dee87dc8c62859834771057,13
a1d8c6be9ac4e1d63ddeb83ad72eb7d6,5
36ab75f9143bef97e3ab1a6dda49b1f5,1
1b7fcdde82824bfd9acd221cd66446fd,24
3b5a364f59845bd1cc1dfd2d08cc3b14,6
7d38fbb969c987f2acd9417106958eb5,10
104005dc1f1036c2bdb54b807c7e30c2,3
b6c5859136b5ddc4a45788c44616473f,3
a23a6ece21d2e2c45ad21c378fe8f280,3
cb517722cde54a715180ef24e7204998,10
095f64bacb0128556e2693788e2442b2,34
2057f6098adc9559b74f94cf33ff7a26,13
22888f90aeb2826e86556812193ce679,9
dbec62830eda3471c6474ebc69801fc4,3
fb35645ab81f12e325d990c4e7347cfb,7
ef7c28361e6c2777d57b0d81303b4475,6
17f69743dede62b75ae0670b77e6cf9d,8
d23ac9743e1af70f1dd5d769a1a04fcb,9
1f53c6e719d913fd9744e2993e4cf5ab,5
e578b3b1c6fcf5111a1afb04612cbc23,1
f6870bd29348a1ee1182fd6ff92f0b9e,19
cd7816576275f59c4dff9528a4606d77,2
ad3089b42c8a94ce7e7dc1ff002c54f6,1
6ca7dc8ace0ba5cbe9a5e596a19fcbd0,1
e40e8cb48115034c44683c2d1f511801,14
e65dd3586315b1c0ba82ca40ffc90ecc,6
bbdffdca4b72e44494cae22279c86ee8,63
9e2fd04c2b239a13b07bdfb9bde6ba2c,10
fcd5f03bfaf506e447506befd0d4c7e8,49
b6d224ac90332485abe43630bbc553ea,11
2823c37dc517fe1ebca44eb0f204b337,4
1e2d5818be928597c256223c3bcbadcc,10
e65c9a4e0df4008edd89e575d8c86527,10
c1363f828f23eeec5f6b12e12bbf6642,4
744b67c6d1d7470786e2e31818f5c5f5,3
a4a4843bfd9e069695a0306b158eea1c,55
9168eda89c7121d6f2ae24029bd72cec,9
32a7337dfd8621d7f4673809d020ecec,62
836678a29a517726005c76c383f06416,1
85d5ba7edb71e65fef9a7ebc28e81db1,21
a932081bf07915014933b1b4e33bb169,4
2d339fbfe3aaa893c16ecec2fd57f296,3
1507c0c88b8b3f64fc6e8ad21f26059a,3
b6688e6b22e0c8b6f88c18bc3a468233,31
7d8a5c67f53d9720e42b5ad24b3d220d,4
34f508b1ffa4c93e7a4fa7ef83c50605,4
2b559e6a013c6c0978eda0927c5a4721,2
d524d13a74fcda23bf07626d9f848a71,2
1d174bc393a234b6e8cc4d098d33da54,735
4454fe3ad792841fb871b56db1850ab1,37
6aea47e656c05acb62052463f8e53a3c,11
96a19a69a2dc5c0408545716063152f3,5
fa0f31f6b0b795cde3ec92167f071f59,3
5adaddc6d1ddbe679126808c7527d15b,29
25c3cb2b9d8cfa90647dbf5a07f979de,14
c6b0241ffc5d2833027f23d4a4ff033c,48
7e9317b0cbdb7e6f56eb1aeab3255630,9
2f85be7de668a8b612b8c6b496aab361,17
53bfc46329accc61532698b577e6fc3d,22
ec44f8e73f09a8d3c916142607766cac,11
9dc905d0ec7db4a51b7aa462ae0bf5e5,6
fb7e8554ee5cd7d7aa46da00130cf682,18
4bc21b2b0a599e7bcbd7d84392028c8b,1
8f487ee9e42bdd35cc7ddb5b9087888a,18
48887d42fdbbf75909e8f7783d9f373c,2
af8a66a2824c011c33575741da7d0913,5
ca632be68dfc46d30692fdc81545bb94,2
5f37aef5c88c656a2f86d610b59f9d71,21
fcc9bab3e24ea08d704271c6b2355fc5,9
9fcc191b2026bbae0bd93698f52c42ab,10
f41df0303a939c527c84c7f356239907,20
a207c27c0a57a8d5d27fefc5a7b844df,8
17cef6369e8c8e70a9ebd5a8fdf5fa15,22
c64a351f39135f2c62aa83ba98b07c76,5
9345d8b21e3eeaf1d8293d99fc5f3104,12
a039b8268c169b2e04c426bd3edefab2,21
92ad5e2e1e80ef39d5cecc16e5391495,8
888819b62475803d5154896501405e7a,11
9f81559c06d97af1f84327721345d84f,9
d70152a73359a7956a119f57e3743360,25
34b891e47f1030092226f7546964e6e8,52
4ae53333103b8c424e47b70a9f1ff79e,28
ea01cf90a5fa56f31e63453cd96ceb7f,9
02b9a9d6441c943688a51f84b0d5c87f,15
8c8dabe72dbc376718b7e77d0dd50f0e,31
b1fae4749483b8fcce0f2a165cb7ee05,8
dd54f3392bbdab7cd4de33e55ac231e5,14
ac497f5c51887e99b544b5e7a4fb2d4d,17
852002d5b4d07b578ac176af89325ff7,12
57176a0ffe85886c8a7dbaee5e3cb859,22
806cb8616a97cbb724272f83d8196f40,24
727eab6e9c27cca7329faff7b9c70ca0,2
01dab99f8f54f22075af1681c2c5592b,8
bd8f0f763d38b9e52dc89fb25d3087bf,3
9f1de36710e0794fdaadd57b17f41b98,12
7b3c2324c81cac81bc0352745b425bb1,21
5910173c4e8e31c89d3310bfff212fb3,32
907926c4f260b75ef164c6356c5fc07e,15
52afb49b7ab4d93ea42fdca3d2e8e481,23
3b62be9b6c039c8d290445943a3fdbd4,50
3024ceae798cec99bf8b43d3a5acfa1c,5
3ece433cbc83a31bec814da742bdc568,177
0b44db4d7de74c607a30865c00a1a0d7,83
e5ccb6856ab10f491473d06055086b6f,51
f1ba989893d95950e7f77b5cc1286e46,63
502535ce41f52378c639e4cd8e9477c9,14
d67f1f66cfa22c222d50b22441611c08,81
3bbf75040f93f1645e1966e689b1ef7f,51
551dafcbb05adc9cc47c3f2c7a7b414a,40
3d87b4e05f5e53cdbdb0fed9dbae908f,57
6f5a436056a1aeddc9de369f13cf48be,2
3625d011db39cfc742af11955cea79bf,27
6ad679827ba3a76cac32e0e0b883909d,13
2ece2f4e2295518419e96ec0e2b8c3b0,51
9f93b639247ed1cba260974f6bcfcf3b,15
47ba13536a2afa29eec8b4a634dbdc67,6
da66717c11b1c25eed963dc5d13145b6,14
3c5a7a50473a6f9adefd356456199f5e,77
7cd458f03077077e22e5f9fd7aa66460,67
5c64c81d3a2cd6cc2f94fd2b80c9f873,9
e88543917cc5e902edfa5e16083ef603,74
f1e4650cd2394235b05b41bf8e04b1e8,6
0cb909a4e27b3b945a1548c98a3902c3,28
e6efab164c75ab0cce9a845b0c4c8f91,5
0e605fe27093bce3b88b0fb6babfc988,134
148e465a6e068c01c4382748c43b2b76,84
8dc52851b3c4e5039e1398ed56fd9337,14
e120ab8cde4d1038afd42ab676afc11b,65
51202c88ba7280ecbb5ce4113e7e642c,12
d5cf62d1bdb6fde828648f9436474664,9
d1d78327a50fdc0d88d44ee34711d012,29
5f5bff73e4a90420da0e636d4a494ba5,17
d8c87216ffc13153481f21674f91c9dc,58
0b7e3ab87ff273b4d6b2e1be2e5ecf78,40
41078f5ff8940370a824ca2701eb7cda,25
4d987f3efb00b9ce17f04369521d5b57,24
db5dc2121033c8c574039d2a438a6136,50
04f4aca7e01e68dfff0abaa82a8899a0,31
0e4c96afd34214a0d026b1805284eac6,3
fe6b0cad7dc28fe6f03b7ab5f03e881b,513
c39fbf54afa68f2df8fcb32b88dde810,22
df0eb1e5ee9a6087d480fda6c4933e86,19
4c9e30914cd29fcc6b112d21e484463a,19
7d440d000aa4c4f692d30d53f8bdcbde,9
2ddcf29bc80cb8d864e0212320c5cc2e,13
7b82a4e3ed3db60284c8527dce9d0830,33
5c0176e54ff261e020935a4ae26b2267,17
6f206ab372e6f2df702e54208e65b7ff,86
9f4859e344e3406576d7d30aab51cd6a,15
996d69f57d161e57a72d90e0ceec642e,10
4379eaef6ebbaa6feb8adb03be961957,22
3c6720edbfbe07dc4baa6d2d6309cd1f,2
17bd4a7a0c72f1b7eb20695a5291c57d,21
c9b5ec2d7f91fc5b63cb22f50bdf11ea,48
b6f8ff486f093541107d41a28b434658,10
6e68ccc133f6f505bb1d9e733a55d173,89
231f9d8bc7ca16c4f4ffac095d5af0e0,27
ecc3a456aedc9e90d16b767c6dc7e81d,37
b60548228ef891b42a440869b14b3011,17
6ce7f4148272c1e4ae4d053005ef59fe,9
0754e277f63864138e9d862d5532f0e5,13
2d1242c06b45aadf6633bf1bf1e31404,85
b153116455992b2e1281f0098c1b1ef0,6
aef2d3ad3fc77b463dabfdab4dd928c9,15
5436d87ed6cc069bb6988549c0342738,19
e3f23477509cc0c73c937fde2efb6082,26
985e8b5b6d0b1eb4e072cd999df2919b,7
211c69a48fac7dfca3dcfb5452a10ae6,14
0b028a4572a4f4e5869954ae06fb2370,24
e09828e70ad330200d1f027fa03eefb3,35
8d3b4d56eb41a58f8eea879b91d32891,6
6515efc2fb337f0701125c0f4f9d45d9,2
f43c7a449a1720632f29cb6bab15cae8,4
61ffca05bfb8103c08db6e528ce2c382,3
0625a261370768434f9d7eaa4b272876,7
828dbe26f74dd133dbe5a458724ba835,5
8720763cb2d91a4ebeb1fec1f258f721,14
7f49278f0b414a4fa9d1062401b47419,7
04d12e92cfe222002d09d5de98762905,7
ae92e476e4679947d6bda6a7064b1eca,7
6b63bdde9936bcc1a956bbe5b9b78f2e,6
d059954877665942c20f772096b5d90a,2
0a774a753d5f07cd503e285790909492,11
8d847997d2fc6983ccb3ccaca65bb570,22
a3d2207a01d820f315252560974b2ba8,50
1330eee33be8dae07706ced210dbdd53,4
f588170e0e6c97f2a44f70c0ecc4ccf0,2
34a085d02f615d6e8a087774051adf11,4
1a1784a5bbf29f36565e410ba972bb0b,8
34935f3a165a1ea3fef5bef6965172eb,2
1935e2650bd70ee7524ed0559dee31b5,4
73f7f571a4181ce1dab1a5f3f6aabb57,3
6fc9dbd5093a8dbe7b59bd6126129435,4
29dc7179e9b5a20b26bd26a7476c4271,2
5f30010bc35445e8168729f6ec1cf2b9,9
31dd494d539f3d8e23db0bde6e452886,4
168fae2ada8a469d583f190820d258ad,12
141a0dc11d0aa2b134dd05836d08d602,28
079beb1ba3cdad531ea7dd66836792b8,8
677b180cd5f1a3f538e77f1a7fb7d741,1
c997ff810935e7012dc1f01064ec36c9,4
15dc590175d5163819719b4d9378832a,12
1b85d5b2a1b80e8d60d3d56f550841f1,2
0ac74f4efcd4b773b49f051f3a07a455,1
9a8d38a3100c830edcae6193f5671845,28
2a6e62663e43f809d594c4f98afb7dbc,1
a54bfc9fc38d5feb8cd470a16ae55468,6
4125893c4553a5933ec63c3a5ce0c978,1
3d086f41a8ee68cbf7303a59a67f1b6d,36
a0d5740bf35e6d356f30cdcb7fb6e36b,2
3c810bba16f1eb46f0ba5a16e3456eee,5
33ff5e77498e3e29f0f0d061da4633f2,15
54b102c0df636e3eb1057f20ad3c3f7b,5
34c08c378a4c975ae3e00d4e7bf75f1c,4
7b00de19ea6a8a091130c33e338ba230,3
928660d0df11cee6fe7a469f5a01540d,1
77e48f7fb0c67253490b5901d6908c93,1
bcd4f111c02e5f9e199c5572086cd7ed,2
194ea972bb763f7fa8c455cb0cce0bf9,1
ff0cbacc005816ed67f314edd227d467,37
276fe34259308ba7d08360aa86954964,46
f1843a2687e7cb1b0b9583fe58764174,6
c69c89b3e0ab640224ed289fd71ea59d,33
96640a04a819f8483ca140b49dfc7587,4
867b2d3fe7561baa8317e6c8f67f41ed,18
bbf3e154938a8a659ca1b9637172d8ea,43
97aa54c7504c6478d644e1c092f12152,6
eba00e2a89f5d3824e2f02f445ae4570,10
90b2f378d5abedc39c9d683abc615c44,3
136b5d1860822c11e2d76ff3179ef636,14
d5866053dd27d5e7a5049c1680b0cf95,22
f42e64afe6a72c693e0224bdb069ba4d,19
665238ea792cb29a6d512a151166a06d,4
87c4ffa0bf1c5533b26fe2941f46e4ab,7
e04e78e05fee1ae90a783cfd18bbebff,16
989ccad8f9a72c45dd8ae17c4d8731d8,6
affd8318b507e745a7aef19b8dbda5a8,37
6fead57ff29d16ae3c3fe1bd9025736d,28
66c10b9c98f2d5e6b197902cbae9425a,38
e89cc86bbd3db4ec22aaacc259f03b5c,281
8fa4fffc90be6d38cbf8136ba690dbd0,24
68086c7e88492e9d9c62a66773788ec7,5
bd5b55e638db6db3357565f00fbb62ca,61
5f35a251bee4e6e1d30dcf6949fa1039,3
2ada54f457af3c758ff3e66309bc1a01,6
30631cca764affdce01f48f451381a81,41
333ba091135d453206cc4c22f5485c96,1
9ebca872d47d817bf81b1991df65fa78,17
822389a209d92211923931dbe2a115e9,6
0aae7556f95e24abb7c2dfefbe893ab2,4
d089fc11bd70a10e4f888b01d6fe7230,4
25b6d680021fe070f3aea86259b7699d,7
c83e41a747cafa546cbc678d49408862,5
d380879f5e04d4177adf10e5253cc413,7
8607568d1ac85b4778ce7c26f46510ed,4
2d80207fd144e873ecaa942c6a692c28,23
47f6a4cd9dc061fe74cbc07218696047,11
e21baea40852de7783f67658e917a984,5
b734e5b050ab93cf30337935e5213f43,5
d70e34172102b4380a6866deb90cd586,9
9aaf4169f7fe43cda7a0b8da2fe69a17,4
5d02df21decf339c8a5df0fe1cd32f40,12
58b352b8183c0a759e6814e13d828154,8
9b32b98b14b9ea2c64b8bb5838206e51,5
ff4c0bff6e0a1bd52debb9336752a6d8,6
45ec56588275885615ce53d46c927ac4,14
a7f285503a9e3fb1c02ce7fc93af8559,10
a2c03c84d117ce928a1c33dcaac25d79,37
0ba1086fedb4dbe039351332bf44b659,1
73aa8350214d19db375293df4d5d93a1,3
21c0087f5e08e4bbaae9289777670677,41
6145de06fc6e2809fb8c52c3e03b7a29,5
ced36a402936170a2c879ac3517e2852,11
bf57076a768ef264dc4265c450ac0dac,29
3e4b58325928108f7d8c3fcf60342400,27
ad500820a3152b09d942175a0d6b4322,11
d92a7460348c915126a3ea81f3a3a414,15
17b99f9b2a3395b0c90ea54a9c3cb8ef,3
68d8cf689a22671dd56cdeacd617c16a,44
17c88b0a8a23b81c86ebcf6ef8c7452f,10
dd458234c6df95a39a9776e8f57a894b,57
9b9ce5614c1d60f660743bae374339be,21
68947b56b46a528a3b36b32c6bf93e82,4
868182324c192b1decf56038b4b04822,13
2ce1f8a0c725e476a6938effa5292d3c,52
13617b90b21338b0d28b14669f1f6f34,13
a52226c41d016496358718ad6f56ac70,17
b07d9cc9e4335a522ec2143a562fc2ee,39
b713a1ac48b3f6867526d1644a5d2ede,2
c004b25edc19d8ccdf2ed1dec9bbaf3b,3
3e523456dd1ff8958badad9473fcc2b0,16
1ba90282db529f350f943eeae57c57d6,6
ae743b38247a0409abcc849749826101,1
f855a2b52e16703926c1b4ac75a32574,23
2c71dc4ae9b16a32f231cf2465445192,5
17206600222590281f7365b7621689d2,1
2ce2da1b4e349e7398eb4d16a6c027df,20
10f37ef6e6e3cd7ba36eefc7f301602c,21
a247204fc7bc7151c46d639fdf6a0b3c,13
c858265304ba5acdbc37e0be5af34a9f,17
678156197615b458f41c3154925524dd,29
d220a7c290e9e7e11aa6321fb6fea181,28
e5167e60628c2248bb04bfcb01ee531b,8
109fdc9dae68b3213e35e937b6e31e00,19
06215779093c11b84fdda77c3d450354,3
a346c70f9193f34110e6c95ecee967f4,17
d8fe6f83c876b0d84e3d8485e4478b00,13
13df6309fedcdb14680af9606abed903,31
1d7d2070b4549ff9d8fe8bede6d3cd1f,6
91d75239317c4e152ac59bd3e313ed03,12
86d3f9b8bf6b51c33b61c776e6b3263b,2
e1d82a1353797e4e53da5aecbe8f5063,6
55c164f592fb61bb0aaaeeacb2b94318,13
e6adb3347b673adec5a38da375344925,23
abd8645af56649850879c06335acffda,7
7b1a312097d99a7763aaaa37ecf72d56,9
d19e9f416a6b88c6d084964bdd402241,12
916a95d05fe2ba32299e9600299ebc00,37
ac6f60a27ac9755d7e0c408a62134271,1
ac301d3793a477dc9a9ee23a83434ee8,11
05d06bf4267e9c479d28f8c389138b05,5
ccd5689d25433eb59fca3344e3c1cb1b,20
c3d6a5eae791c409f559a2b821413d66,6
909249e19a463fa4bd1acab7f0ca20c6,12
437e027d37a95ef51335fd24027fdb8b,15
8c09d0dc45935155d65d7bf17cccc213,3
c58d5b387011b7576b8a81dee666561a,26
1176c2636fd77bd81572ed8fef613b8a,6
b549b36eeeaea867f31ae8090567db68,7
8c6cfb256d1dd4d53e3fc7074a5d4e5d,6
155821e997532e199d38958060708033,10
6cc4180d095a62c93eeef16d62fd9fb6,18
4b4c1d1b2aac61aee3225378dc8e813d,6
42f4ef8d6278a488035b994d3fdb081d,27
a36a5393e33cb757fe0722020712bf1a,1
c3f9291cb670f0cad5d80209f925d336,2
27143b61e0d260913b5c2cc6d83cc01c,27
cfbab5f05f001943557c1437e65f9308,9
48bad2255b8db44fe667397c57ed423c,26
46fcccfeacac5b9d9858c7b08fb4d585,26
f14adeb7c9ba01c0bb87b8f00f6a72f4,51
c44a720ddfea7262dedfd67961b3a321,9
02db6cf5f9614bdf142aa5563b1d65bf,33
f9c19412311fc3f7b7aefdb2fdd57e99,30
404ae9cd8c306905c0d6d9c70c6aa340,337
ed16a5f75b2e570aedda894d1d96b080,2
12e7b85de15c575403afbdf7db9df6ae,17
3c4b17ad568e1b97d085a2dab2247a6c,3
9221fbc42f29bba4b5a608572542f080,61
af7de5f6203142e8f0811ddef895c202,1
b613c8c3bb73c903b91e16ca4100526b,14
cbbf9e044c84d60ec80d470f61658212,36
6adb5b09db5cdae215f87647d625b2b7,32
744fcda4a17d9c46daac61bea241b57b,15
5dd7a79691b1a865bf04262adedc12bc,9
a23333b96f9a718ab731ae786a961925,2
cd8f7d6ddfa410f2c7e6eac6de2611c3,30
2f0ea299d8d2b01e33f179ba97fdef59,8
eb5cdf7d30c69ebebed32fb71df3e350,62
26f7085a22cab69d550db3a05bfeed72,47
f924932db6a2c5a25f51dc8837dd1b7a,125
68a8b9b1d1f682e9c631a59552f13ef7,72
713edd49eb480531c7451d3710fb11db,93
062a1c8fefba13140d3c93c6b8bc1395,45
6917fc5468156c07c63becca93113ed1,7
8b9fb7f713ca6f976af7d668b7f3a5c0,66
560fdd8b47f31634f728442bbdfd8683,15
fb3a49f9cf1267bbdd80bb3d586c2757,39
e1bd3687d5e0124a15e236a6db869148,33
417470981a1eb17cbffbe480ad786da7,12
c279d4aae3b23b46662e4f65bb8e15d4,15
ef4664369ba27cfb2cbaf9442a55cb12,26
ea901ee98666e913612bc7dd3b2e9c60,24
ebb2b60c7743301b2422fee88e6791a5,47
c84059b6c254b4d9cce4b3616f85c814,8
e5f317c6dfde4047155e80b1230ed7e0,46
09e69a6727f0b8eb09a480a7034e5570,35
c7b83e76e62bdd64677d522f50184a5b,117
af151f9c78a60a22c909b2383f32289e,165
5c8d46f7ca28daae45ef9ef4f7fafff3,39
5aca091a13668db3110b9385cabc45ad,53
9b8d80e4a8db0b1470b8734b7c0c56f5,29
423dbbe160307af5fc1520f591a29d78,50
2127da75e8199a18a1cbd6962969aab3,19
4f02f6dfafa4fc7b23c59bdbbe26d5f0,11
c7402b033273ea17ce80f2e93cf70cf0,10
5409bed53f0c1a52c66fbb77994f1f12,91
c52dca7a9b62c38cc0500e47978f7363,133
0d28f6f72aca6a165097f66f9bbe368f,36
cd36b9476dbb2f609c7ce9447a31f46b,15
ae2261cc2f18de888dc6eb68584f3fb4,15
74a1bbb688f0d3d19cfe519af3ff13f9,12
f44ce608c6ce841ffdef2993a60c4ecb,46
8f2943980dc5e0531884f4e5d06adecb,25
6701d24e67f1e4ab9bb4e9b83c7004ef,6
7f0ed382e9171901420ae175ea8fd0b3,16
4f2577d41745cb89516c43dc726beaa6,26
5a35c9dde97d773ae9a3959e2b0e6589,22
54d95a2d435bbd333875f163c87421d0,34
c083e8bc998f128e529b4202674f7a0d,3
8299c92b0456b3f94989aaf5ef6a4d3d,9
212edd761e9fb9c50dab98c2e1656d10,32
