regcap,empnum,estdate,candate,revdate,entstatus,opto,enttype,entcat,industryphy,entname,regcapcur,industryco,opfrom
10.0,2.0,1280000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,居民服务、修理和其他服务业,bb1bc81976868f37cfb6b40c24d4433b,,,1280000000000.0
30.0,3.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,9c8e8df7ffef63f528fde267d0fcb9b3,,,1470000000000.0
201.0,6.0,1270000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,6b3b7e2179122e4c1d4ab29f64fcf6c3,,    公共就业服务,1270000000000.0
100.0,6.0,1430000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,37ebece7575b043661f1dcd85bf483ef,,    其他未列明零售业,1430000000000.0
300.0,3.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,920380c61e3152d20fd8b53e9a47ee26,,    其他机械设备及电子产品批发,1470000000000.0
50.0,5.0,1370000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,25c3ef8d5efc16b41af98f635b2801f4,,    林业产品批发,1370000000000.0
400.0,2.0,1200000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,制造业,8931e4980bb7a4cd2efe730004072787,,  塑料制品业,1200000000000.0
50.0,2.0,1320000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,房地产业,382d51f1212516bf6288313a9b9c603c,,  物业管理,1320000000000.0
300.0,6.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,de606cdfad40ea612aca56fad9a0e80e,,,1400000000000.0
600.0,2.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,建筑业,b222943b9279cce0e676e6b8f6b1591b,,  其他未列明建筑业,1440000000000.0
0.0,2.0,1490000000000.0,,,在营（开业）企业,,有限责任公司分公司(国有控股),内资企业,租赁和商务服务业,ecfa504e17269185dcd41497a160a408,,    市场管理,1490000000000.0
50.0,5.0,1380000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,c0eea9e4b1a0dd741ce838705c800173,,    摩托车及零配件批发,1380000000000.0
200.0,7.0,1440000000000.0,,,在营（开业）企业,2070000000000.0,有限责任公司(自然人独资),私营企业,批发和零售业,1429b5705871f7378bbe55b005eb5c18,,    摩托车及零配件批发,1440000000000.0
500.0,5.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,b0f22eefa0b49570295013937eaa611c,,    其他未列明信息技术服务业,1450000000000.0
300.0,5.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,5b4b57c1c1fa579f54652b092ee00e8f,,    其他未列明商务服务业,1480000000000.0
50.0,2.0,1310000000000.0,,,在营（开业）企业,1940000000000.0,有限责任公司(自然人投资或控股),私营企业,制造业,974bad6ae5bdd7c3a195c3913eeede02,,    计算机整机制造,1310000000000.0
100.0,5.0,1370000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,b0a0d1c22ac0e7fc745e55d93cd405b7,,,1370000000000.0
300.0,3.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,ef28952d8dd30a8d2d18e194086fb9d8,,    中药批发,1480000000000.0
300.0,3.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,文化、体育和娱乐业,d6e394c067b6dab07fedd9cc6a3d5f7a,,  其他体育,1500000000000.0
200.0,4.0,1320000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,db31d1e930fcdf583cd9a07bb30e5289,,    建材批发  ,1320000000000.0
200.0,5.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,2a15a08782b632e8592411424af644eb,,    建材批发  ,1500000000000.0
300.0,3.0,1410000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,fe9007a1805219c2e110282597395595,,    其他机械设备及电子产品批发,1410000000000.0
500.0,3.0,1420000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,制造业,bb9f424b6c56856d161b36df90b0a5ee,,    包装装潢及其他印刷,1420000000000.0
300.0,6.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,f1a7ad242eefcf8d06fbda56985fd773,,,1440000000000.0
300.0,2.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,2b86e871112cca5293ccdd347632c9d8,,  其他科技推广和应用服务业,1490000000000.0
117.0,2.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,407b7279e229c3f677abbca2bc2fa8bd,,    建材批发  ,1460000000000.0
50.0,3.0,1360000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,c94dda04c14cd0ca95f20624972ceda4,,,1360000000000.0
300.0,5.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,832208389a261fed1d9dde87990352fa,,    其他未列明信息技术服务业,1490000000000.0
20.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,44069acc54ae3fdedca9554ceceed399,,    其他未列明批发业,1490000000000.0
600.0,2.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,制造业,f378a264296f43e2df6720243e35508e,,    金属门窗制造,1450000000000.0
1010.0,2.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,科学研究和技术服务业,20ae46be6b94098651f4f4f5e52582ad,,    其他技术推广服务,1400000000000.0
0.0,3.0,1470000000000.0,,,在营（开业）企业,1850000000000.0,有限责任公司分公司(自然人独资),私营企业,租赁和商务服务业,dfc8875a16382f6e90bc09d021cb6c17,,    市场管理,1470000000000.0
50.0,6.0,1420000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,642551fe9be54e497c714945cd33973f,,    其他机械设备及电子产品批发,1420000000000.0
200.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,水利、环境和公共设施管理业,26874dcda523d4db0e3b4e1f2d43e426,,  绿化管理,1490000000000.0
350.0,5.0,1430000000000.0,,1530000000000.0,吊销企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,d33567add7256e3ff9844d1f4b308698,,    其他未列明零售业,1430000000000.0
100.0,5.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,44f19e1df289e168d44c3bc7eff5c363,,,1450000000000.0
50.0,,1080000000000.0,1240000000000.0,,注销企业,1390000000000.0,有限责任公司,内资企业,水利、环境和公共设施管理业,5a13145adaea6b9bf435d81d0d083a56,,,1080000000000.0
500.0,5.0,1480000000000.0,1510000000000.0,,注销企业,,有限责任公司(自然人投资或控股),私营企业,文化、体育和娱乐业,977316c03695515cfdefb6a40124f1f7,,  其他体育,1480000000000.0
300.0,3.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,2b461a57d294e2c2f531a397aae151e9,,,1400000000000.0
100.0,2.0,1420000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,631117e9b234d7bbc399c422cdb12770,,    建材批发  ,1420000000000.0
120.0,6.0,1340000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,b5876f9a6f300b91490c1e189c3bdace,,    汽车零售,1340000000000.0
300.0,2.0,1380000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,房地产业,7e6202ef69d9b060222a4bd04275ebe5,,  房地产中介服务,1380000000000.0
600.0,4.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,ab47f0d6ae3d87bdcdb3fd72dcdd530f,,    其他机械设备及电子产品批发,1450000000000.0
200.0,6.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,1663dd555f0a585d480a8a5eb6bc83de,,    果品、蔬菜批发,1400000000000.0
300.0,3.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,科学研究和技术服务业,00905aae1ea529d9f196ab96feb02a82,,  其他科技推广和应用服务业,1480000000000.0
100.0,2.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,26edcf522e472ac83a1736097edfd25c,,,1450000000000.0
3700000.0,6.0,1260000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,0b1d9161a437b2926ced5808ef7761ad,,    蔬菜种植,1260000000000.0
400.0,5.0,1390000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,科学研究和技术服务业,15b366dade196b66e8c4865a0d9cc4dc,,    其他技术推广服务,1390000000000.0
50.0,8.0,1200000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,8cea4abca68137c573f605c60142bc91,,    其他化工产品批发  ,1200000000000.0
0.0,4.0,1390000000000.0,,,在营（开业）企业,,有限责任公司分公司(自然人投资或控股),私营企业,交通运输、仓储和邮政业,1abd62e835272db57630fb8d19513d89,,,1390000000000.0
500.0,8.0,1180000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,制造业,e5d449790fa72f57cd56eb484fa21d83,,    其他输配电及控制设备制造,1180000000000.0
10.0,2.0,1360000000000.0,1530000000000.0,,注销企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,54549c13ee77c150f66d39487bf49757,,    汽车批发,1360000000000.0
500.0,5.0,1410000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,6a346b23e512f31f3237ab39d49702ec,,    其他未列明专业技术服务业,1410000000000.0
250000.0,5.0,1380000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,7316e0854b97920177ccca6d7ea0daf4,,    林木育苗,1380000000000.0
500.0,3.0,1410000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,信息传输、软件和信息技术服务业,5dda442a80e25b5bdf7e4aeb267b6746,,,1410000000000.0
51.0,8.0,1180000000000.0,,,在营（开业）企业,1810000000000.0,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,1768c2732c05c004d915b1da415b63f1,,    其他未列明专业技术服务业,1180000000000.0
100.0,8.0,1160000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,1a22e12036a1f7523c99b2c81f7cb78d,,,1160000000000.0
30.0,3.0,1290000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,6cf04fdd4de734e0f39ea7977e822c42,,,1290000000000.0
20.0,3.0,1420000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,1890c9f1d177268afa4b9a4d5d1bf499,,    酒、饮料及茶叶批发,1420000000000.0
50.0,6.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,房地产业,2178e299e2f86b5fe0daa86bf329c1b3,,  物业管理,1440000000000.0
10.0,3.0,1430000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,a461e6ba34a6f58bcf6404974c156c71,,,1430000000000.0
100.0,3.0,1300000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,353abc5d0ff798f776fd588cf9f95f54,,,1300000000000.0
300.0,2.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,文化、体育和娱乐业,d994f07427998db932eeeb68960e9b34,,  其他体育,1440000000000.0
100.0,2.0,1420000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,居民服务、修理和其他服务业,ad93ac2f21254158a8b8dfd027f0192a,,,1420000000000.0
100.0,2.0,1370000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,b98b52a91847473155f2c739e0baee8b,,,1370000000000.0
,,1200000000000.0,,1230000000000.0,吊销企业,,有限责任公司分公司,内资企业,居民服务、修理和其他服务业,c8fac6c9d755c67f37b208585fc12d7a,,,1200000000000.0
1.0,5.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,5207feb768bf6ac2447d1b618cb5eac6,,    百货零售,1460000000000.0
51.0,8.0,1200000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,ebf12d5a12df96187d7a7032347e5e98,,,1200000000000.0
501.0,3.0,1410000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,5c956feefbd446c93281282333fa0283,,,1410000000000.0
300000.0,5.0,1320000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,34305a4240e5f18c44cc9fb40237cab4,,    蔬菜种植,1320000000000.0
200.0,9.0,1430000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,12e40bfb8575a208358fd93b257b5d26,,    百货零售,1430000000000.0
30.0,2.0,1430000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,85f6faa855a9159b5437531f0f442ea0,,,1430000000000.0
50.0,5.0,1380000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,6570f36286166670fcdb82735d0f32e6,,,1380000000000.0
400.0,4.0,1430000000000.0,,1530000000000.0,吊销企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,9e2ee044d8601426a87c5e0cc04d1fd8,,    摩托车及零配件批发,1430000000000.0
260.0,2.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,科学研究和技术服务业,eaea9a67ecf5e1cfd6cfc495f4b0d331,,  其他科技推广和应用服务业,1470000000000.0
300.0,1.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,f6c8124549413559306992eec344fb3e,,  其他科技推广和应用服务业,1490000000000.0
100.0,2.0,1270000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,5f3e34fe554c9eaded405872a752a708,,,1270000000000.0
10.0,2.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,776ecc768c147c57f9127e366aab7f5d,,    百货零售,1460000000000.0
50.0,3.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,3fd9ee8f95a4de955a395bd7743b83d8,,    鞋帽批发,1400000000000.0
500.0,5.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,35aa40cd4302440c25864e824c4ee060,,,1460000000000.0
0.0,2.0,1230000000000.0,,,在营（开业）企业,,有限责任公司分公司(自然人独资),私营企业,信息传输、软件和信息技术服务业,09301a5db33b2179389692dd1db6c087,,,1230000000000.0
50.0,3.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,制造业,c297de95a8db5f0208f1689802395ebf,,    机械零部件加工,1450000000000.0
158.0,8.0,1210000000000.0,,1530000000000.0,吊销企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,b4af110fda8cfa6058987715eef0b9d0,,    其他未列明信息技术服务业,1210000000000.0
200.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,70c5a6fd557b1488df52d620caf01514,,    其他机械设备及电子产品批发,1490000000000.0
0.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司分公司(自然人独资),私营企业,租赁和商务服务业,3356122a1708590162a9000088027481,,    劳务派遣服务,1490000000000.0
0.0,2.0,1420000000000.0,,,在营（开业）企业,,股份有限公司分公司(上市、国有控股),内资企业,金融业,fec64d005687dd7c02e015cc47081462,,  财产保险,1420000000000.0
100.0,3.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,8ca736d0fef1eed9d587685dcc64ba1a,,    五金产品批发,1480000000000.0
50.0,5.0,1430000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,757ebf50d31a8bcf17645bad0cc1a148,,    其他未列明批发业,1430000000000.0
0.0,8.0,1160000000000.0,,,在营（开业）企业,,有限责任公司分公司(自然人投资或控股),私营企业,批发和零售业,20ca7c85d9972020bb7a02c0c380c277,,    摩托车及零配件批发,1160000000000.0
50.0,6.0,1380000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,房地产业,60233351317979b285be308f22bc2458,,  物业管理,1380000000000.0
190000.0,5.0,1380000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,c0e2b0d6c5c76e95d655674bc60b19c1,,    林木育苗,1380000000000.0
360.0,8.0,1140000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,制造业,eda8c338061ed7dcd6dc958f6798558d,,    复混肥料制造,1140000000000.0
100.0,6.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,信息传输、软件和信息技术服务业,767c265c8120c556683a89358c9599ec,,    其他未列明信息技术服务业,1490000000000.0
0.0,3.0,1450000000000.0,,,在营（开业）企业,,有限责任公司分公司(非自然人投资或控股的法人独资),内资企业,租赁和商务服务业,73a03cb087017af77069dfd1ed6cd362,,    投资与资产管理,1450000000000.0
300.0,5.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,dd8adbf1a66462ff512a14b5acafd9c4,,    金属及金属矿批发,1450000000000.0
100.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,建筑业,895b2b186d53634269d56f54e409d229,,,1460000000000.0
1.0,2.0,1420000000000.0,1530000000000.0,,注销企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,02361307cf3a777e2bd7f3ebf04b946c,,,1420000000000.0
0.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司分公司(自然人投资或控股),私营企业,住宿和餐饮业,88825099228dc51bf5665fddb117790b,,  正餐服务,1460000000000.0
300.0,3.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,64fec2460fcd4bad1261fe047292fbc4,,  其他科技推广和应用服务业,1500000000000.0
500.0,2.0,1430000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,信息传输、软件和信息技术服务业,e6197564fd1a6ff615a32ddc9e9849d3,,,1430000000000.0
300.0,2.0,1330000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),,批发和零售业,0d69b186c187790ee34ff03062108ba8,,    糕点、糖果及糖批发,1330000000000.0
600.0,3.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,15b0340340fe3a68e1f157ee36124de3,,    酒、饮料及茶叶批发,1500000000000.0
100.0,8.0,1310000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,6b5b2ebd922c213b0577a393bd47d664,,    建材批发  ,1310000000000.0
0.0,6.0,1290000000000.0,1510000000000.0,,注销企业,,有限责任公司分公司(自然人投资或控股),私营企业,建筑业,2422281c097a3d43835bdf75c25ec490,,,1290000000000.0
50.0,3.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,521afaeeff609b25da28f01dd70863ac,,    其他机械设备及电子产品批发,1440000000000.0
3.0,5.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,6ea5cfe944ac78fc8cec4c614424de44,,    其他旅行社相关服务,1400000000000.0
600.0,5.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,住宿和餐饮业,7dfcff66efa4175d74e9189fc880fb35,,  正餐服务,1490000000000.0
300.0,5.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,2345090997023950750b2e7a282a1048,,    建材批发  ,1480000000000.0
100.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,49c61f8f6912173709358aa4a4b1da98,,    石油及制品批发,1460000000000.0
100.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,640c23d1c2ba3c2e72f38147d36cfde4,,    其他食品批发,1490000000000.0
10.0,3.0,1410000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,d02e2ac7daccca2daa02a9d3dcaca91d,,,1410000000000.0
600.0,6.0,1200000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,3e0b8abb89c874b8b64cff680bee8f5c,,    蔬菜种植,1200000000000.0
180.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,c5f128654b6d91eda96b64581d85576d,,    其他化工产品批发  ,1490000000000.0
100.0,5.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,住宿和餐饮业,9b8fa0369127d9d336d2cd75d7120f83,,    其他未列明餐饮业,1490000000000.0
200.0,7.0,1290000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,制造业,6f0e11af066772c573d142e3be8b7d64,,    保健食品制造,1290000000000.0
10.0,5.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,6716bdcc1c9ebc40285887dffd8a43a1,,    其他综合零售,1480000000000.0
500.0,5.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,e24bb442938daaf17891c59339d86cbc,,    摩托车及零配件批发,1500000000000.0
300.0,3.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,f9afe189866800b780bf550f8914ce8e,,,1470000000000.0
200.0,8.0,890000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,7d08cc0ba420a1dcdf84ee45669ec061,,    建材批发  ,890000000000.0
1580000.0,6.0,1260000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,0e7b1495958c6d9d4b27af819954a28f,,    其他农业服务,1260000000000.0
300.0,2.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,15c58c8a6768fc539188fc748dbb7557,,    建材批发  ,1460000000000.0
517.0,5.0,1240000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,制造业,77bbcb17c66ad13fbab06c370a99205a,,    食用植物油加工,1240000000000.0
100.0,8.0,1490000000000.0,,,注销企业,,有限责任公司(自然人独资),,信息传输、软件和信息技术服务业,8a1bc90820d3fb062e07c162a5a1d5ce,,,1490000000000.0
500.0,2.0,1460000000000.0,1530000000000.0,,注销企业,,有限责任公司(自然人独资),私营企业,批发和零售业,106396a0718f3748dd958bee4251a766,,    其他未列明零售业,1460000000000.0
200.0,3.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,科学研究和技术服务业,68328f5179c608c7c4eb1a2c19b65ebd,,    其他技术推广服务,1500000000000.0
50.0,5.0,1430000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,102d4f8179e0ceb856090c8da5a1e39c,,  其他科技推广和应用服务业,1430000000000.0
10.0,5.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,4a935965c97a035e69b21b9fa2398c45,,,1460000000000.0
500.0,5.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,a3c22c39714bb7b23b06f35265a3d060,,,1440000000000.0
500.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,adb3403b112f2c2b485812c2bd9b5dc4,,    文具用品批发,1490000000000.0
50.0,8.0,1070000000000.0,1530000000000.0,,注销企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,054fc4321fe3b7ebc0a5b632fd34dbc5,,    建材批发  ,1070000000000.0
10.0,2.0,1240000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,8dcd2b66b5b25702f5cbfb9fec9ab529,,    其他食品批发,1240000000000.0
300.0,6.0,1410000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,制造业,93ee073d8318bbd824a69d3781b153aa,,  其他未列明制造业,1410000000000.0
3.0,4.0,1450000000000.0,,,在营（开业）企业,,其他有限责任公司,私营企业,租赁和商务服务业,9f5b8bf7c30fc21d9e167fb0c55b04a2,,,1450000000000.0
10.0,5.0,1300000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,925f4944db326102cc753369403af42b,,,1300000000000.0
150.0,5.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,7614867b6a6637b92f7707434481ffae,,    其他未列明专业技术服务业,1460000000000.0
50.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,0271a7e6ed9b6ff46c24a2ea97a50e95,,,1490000000000.0
3.0,5.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,c6738abded798a6534af759438309c0a,,    其他综合零售,1470000000000.0
60.0,8.0,1130000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,cf5048eceaeda27b3876b6a065572f75,,    其他未列明批发业,1130000000000.0
300.0,4.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,f33976b156d8e9adc76cbac71afbc37f,,    其他食品批发,1450000000000.0
10.0,2.0,1430000000000.0,,,在营（开业）企业,2380000000000.0,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,7adb9c55e315af7d5740867540547a14,,,1430000000000.0
10.0,2.0,1270000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,9da2bb78ab1130b538b6a8f0215798ac,,    其他专业咨询,1270000000000.0
50.0,5.0,1310000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,55e1a58a927aa4176cb36e0c6231b9e4,,    其他食品批发,1310000000000.0
3.0,3.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,28dab7c32d1db4344a43ca6d63c46679,,,1450000000000.0
100.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,文化、体育和娱乐业,7a21b533cafb7712b4f39ab2bfefe651,,,1460000000000.0
300.0,5.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,a5ed915bea68c1b17016ac82c86204f1,,    其他未列明商务服务业,1440000000000.0
50.0,3.0,1330000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,2e12e66d7d74fa6fe4f1ffd2c56f956c,,    其他未列明信息技术服务业,1330000000000.0
