entname,is_bra
5c628a0ca3f77d0d00ed6183dbf1f561,1
6ec3847af65685f7c7e873936d3f21a5,1
6d1ba66c7a1d2e977368b83a4b5e7a80,3
2f077939540a614ffe5e8d9398399937,1
80a5672e7605064035ff135461fea3fe,1
42f4fa076ddf247bb98bb3f9c182e282,1
6c0b1e7f959e62efb2fe1bf9c8e653f3,1
c4fcebd7f1b8e5722cca8c903b54cd6b,2
2ad787f2aa5e9400cdca8c60943b4d7b,1
6e933c39712008b5896482866245cafb,3
64d0b4a7bc4f49c3eec072c79022c03a,1
74d83a716c598144f61fe8ed46e3e66c,1
4f86b630e78f8cab91ec7d1f73303de1,3
4e4408e215220c01d3a6e6ef0bdf7dee,1
276160ed19c0c62cc7ea42181d236d70,1
b341bd01ffe1892585d9f6022baf22f0,1
487b79a03d94dd7aeeab075f5b5c15cf,1
3491013eb68c230af481781f628e9db1,1
113697cbf269afa0793311e959647199,1
d9f946f97291227a7e8f5cc187c49956,1
82d34e3cb08746384e2f5f8d7cddc2ff,1
4e5997143c7dd4e9d611ba6f4190afee,1
909d7ee24aed1c2cf84baaa21dc9459e,2
cbdf92ffb969111862604bec4732b8a5,1
8477530cd6ffbab472c0670a971e3ab9,2
49283ab4dee02392ea939ae5be1faf79,2
34f08bfa8f95fe7fe68a3f6d17e4813a,1
0ea9fdaea3a8e2336c75d97619bfebfb,2
5d74da7d479a2bd79c24688509726ecd,2
575518ba2983a915235a249e4b70b0d8,3
c777d1f3710066d9e1cb90b956e1a7c3,1
13028932b935f8a8776381bc0a5a762a,1
e9b8d65255447459c97f452971f4de74,1
d63357bcaeb787b6203ad3c88b1e3bb9,3
5d2e781a6604f39407b46250f25f6c19,1
2d50bf8bb84527650d40cb110ce8c7d5,1
ba991fad464555482ee51ce2a7809e07,1
287cb1d0690d00454fa7a6123ce23a8b,1
44cd7c3cffc4e2c355c5d1578abc2dc3,1
08038fa7cb36803fdf4d4fce6ae61363,1
91fe82f1573b1a31bc649fcc92924f53,1
f474d4dd45ad4e1fb3b641024188c800,1
d554ea8e9876a4b44765454348f8d34a,1
94639a7e1be24ba16d1af55420797bfb,1
a5d6631e906147ea723a014012a12617,1
e164b159704af5863af5aa9282225c54,3
718e30e833b85ef12b98be2d5ddc43b1,1
e841a13b94004d66a9cbd02e93cf0ffa,1
c21d32cceacac61d4e3056b74454548e,3
86009d3289084bbbfb1705f7814b5899,1
eed933aafe12685b8f2cf4b9cff17e8d,1
af86c53b5c8b728878aac61c3645c542,2
aeeb9b932cb7a7fac90747e72b0459a5,1
42f378681f8f7f1e34614a0e639dd760,3
148068bf23af29a7c527f4d6d339fef8,1
675251b0bcd0c18ef8a607fc033df5e4,1
bc995127d5a95ab982fa2b116425fbf0,1
4d877f97f4f055bf04db85574c7743d3,1
3c09cda5abe899e6c5a0b271d8eeb6a2,1
fd5c5c7a9f7376563a4f164af938b1e5,1
bc8398618001d652f4382733b68b6081,1
9e4c09ae058265f1ceb431f0278553bf,1
2ede302359d6bfe3daec77f9fa9de9be,3
109d7dbccd918da8e2d36f65bec4a0f7,2
fa8a807e6b7b55ce2e1636935d54cc22,1
fe9f081ed0184af2fd1c20922316acad,1
48d1012af22a7c84e989542c105d3e76,2
63d6df69fd6b788335862cf02e75711c,1
14f21162663e2898e49583925e9e2c83,1
dc94f2b144fcaa275e234d79642130b5,1
605652c351fc7ea3241c7b097af0bb7c,1
af76ec6768b88af3368a540758e4ac4e,2
a8ce00bc5b85311da011a652f34f19dd,1
409c29992b86440b6d0d8e9ed26c7cc3,1
a39b1bc5f57c17eee976f7d9e1119046,1
d51c6b668877042a6a3e36e077e5cd25,1
ba633350ef4d8182a5472ba0d954e3a3,1
301cef6b0e5ae9474f8046951d5f00ed,1
c21f8ce321177d682fed078995307135,1
6cd9ffec82c335424e0950b9bb925156,1
ea7ea7f1ed8c89c9687a06472425fa24,1
c9c10acceef21ac28e94b3813a076590,1
8dbc9f9d11076e58d30af8ef98e22504,1
a00abf529f5354869bb97bf1b3120908,1
52666c13955e25c1b9f215604a8e0e9e,1
b73b612d2c79eefe3cda4ea7f7d90849,1
f4b95b7081765e6ad027264c4a9025c9,1
9fe082f0675e6744928041bf8d03cd74,2
5d0076d68a6d51fbf2562d10f57610ad,1
ec40d46dd5f164d1a984d2db3ac94cf7,1
97c13f778753be22380d455aa6eaab7f,1
a960906cfab94ca0b2d0df5ad8721352,1
2e4e309b93f12fc470feefb8da3fb6ed,2
5b7c7830bd215e4662d207380679d348,1
db9b93e7102593080c1559b52cd9ca1a,2
4372222d89e442a052b8590a774b217c,1
f645e3839d0c21d046afa3f987d8b22b,1
6c097d92caa6855a5fda9f5f47392d55,1
77c7a688e868980eb622a45cc9833a76,3
6240c70c8ef5c8d818b160c2b130136a,2
373c500ffe70882d8ca01be55b419cf7,1
9f2742c92a29e3c36a11f37783ffd779,1
84ac497e0b2ef54a77d3b771bd4311fa,1
dcab361dcafd85037086a1cfe9d110cb,1
422dc4aad821c24cf62a93e54ca33011,1
de2a8d703802700ade80e226128afe0b,1
2d57bc8919d2011e35b8708120cc0a3c,1
4be0bf0420a0ac6aa5ef0766fcfa9c5f,2
91348a638da4fb79e8a181df978bb74d,1
4b0ab2cdbafd00ccac9940e9390de7a0,1
2f522f8b35326ccd002862b0dffa1417,1
cc12c09252ecc8c81bb1efbd9f42eb36,1
545e77b7209276d6de3957415b81bb95,1
029fec1afbb55270263321275eb469d6,2
778b10be2206c3b4dbbf28a191d55c7c,1
2bfbdb98c3a3fccc5d855402ac4ec3d0,1
d7a008b6f18c3631ba391b496329d4af,2
5cfd2e49663696244cf3c5c353be2ca4,3
0a5063eedf355875e6bf70467c2ecebb,1
843c6240d072d2c7ed1ba015f97391e7,2
eb647b7230520f77a4528e35d8ab2f3c,1
a06ed3cd090983cf243c3201aee44151,1
3981eaecea1e85a98819a6ebd4934fb1,1
b3517e5753eeb3d8894ebba2b85ed8f9,1
13ebb614696c24a9a4a9640f12ac21d6,2
e9744462d81ab7461b20f70a641e44f8,2
1c8e5f007770f50a4dd3689520b3179e,1
42b4fd1a9657e83a5f1020ea4df0e3d7,1
7fc85d97da3d5e5ec4c736864d7e3091,1
c596d7489d5aa4e21e2b724325b3a677,1
d013b8935723ab6b561f6610b95897ab,1
add8f54eff835f87df592a8290d4ccee,1
f49abb54067d4da85f62aef00e9b0c9a,1
35ee33be923f29c77de72a4cc4e2a0b3,1
998220700ae3d837ecde95f21e4149be,1
dcee060f16826d9cb09c3e2df0e09305,3
8904692900a9e724772ec89189213696,2
a1a23180a7f040584a384d3b007847a3,2
acc4b213a8de91096d9be1e898902a4f,1
7adfb7c4ccfdafc7cf9d0427f4c32a8b,1
2c17e822f26ccae319886545f862d547,1
4e5b30f3f4d722b6ba939ebeb9c28c30,1
0b01c10f191162ebfdaf834b99c402fa,1
430534df04fe4f6896f26e1e20561cff,1
e9cde3eda7e8b6f98f5b5cc6d5a1e816,2
b699c7cb40035845acc72ee647e95b97,3
b59b79513eb503f359a58a08b9a725bb,1
7e96cd1efaa57461d259175dd22ebfe7,2
c4f9458dde66283dda767871f899cdad,1
3c00bb0825d731f31f67a3c29cdbfa4f,1
35707739cd4af19083dfc070f3913e72,2
0c11075e96a1043172b40969bb556c19,1
331fa899a1f3c8d26e8db7f90cd6e028,1
82efe59727908ed050c64616c947939d,1
83157d55b81db08a4f92300e13498cef,1
77482746cfee7c16d2daf2923377db15,1
a1a491e58f9fdecb46f607d8035bb83a,1
3e8d01a234bb68a2b226e9b33c9f3a37,1
b2db4499114fa40c17c65dead2dc76bb,1
46948540a485c206c13d63595977d9c6,1
19d534655f8eecd87394cfcb91047731,2
8f6e09254b5e6b36fb3e0122b15e63a4,1
ba4c7872548db73a7dd6e18b445ab587,2
fa4028d575541a0c59d90fc228595f23,2
6cbb8850efd93b758b571ad6451e2d93,1
6522eca3f6eca4b0dc35bcf5d5da8434,2
0fbd1932d9174fc65da620810f90b336,1
7bccdbd6c165b57bfa9f9469512a3f2a,1
11273c9af6b34d93fe5059b3f6d0eb29,2
1adb07d6b21ed7b868a14c6ef92b3c4e,2
a970d85e2af2f5abdef7b052bf8ad0cc,2
c59f91ff492e955c4a2b3ab82447021d,1
4b580b878663e029e22d9765cd86e536,1
821167ce70ab9b10cba3fe05a8c7c869,1
6755d2ea74b47553873f255f3ff530f3,1
57fad3305856ba429cfe62d96e49a2cb,1
925323e708bb98227b5b7f887ed9437e,1
98631697a35a25f2c9e434ceaf01dc4b,1
8689391c6803237882ac8a43963bf3e0,3
689c1ba9f2be24ac2051fd56ff075f1b,1
3bd58c9fd34338fdeddda4755b25b9aa,2
f2ec46622684d64a1ed1d79d3ce7e8e0,1
30729c4ebe367ffebfb9815eb300942a,1
eec90abf04437ac0495746a6a37056e1,1
4895f9d6c19022bbef9cf3245ef3db1c,2
9db805d344995b9607a70d7bf0400678,1
ab0390de316b3a320cf411e890bcf7b5,1
d07fb6621f148423d1e4751191db73e6,1
7796bcceb8acb9c3413508a16f4b5630,1
9bec1051f63690d83225f5f646156115,1
74b46b9fb24cb77a6e9409efbd1ea3b6,1
a4a51de344fdf858393603126843176c,1
7173219f031bde0192f5ff200fa98d54,2
ab8e9a7197c7c406834c45ea2077ab5e,1
2fdf6fd468427d1de05a1a92a07ea599,2
2fd9f7417eff8f0e799fac7aa8a77440,3
207dcf082be77e39fa96b01ad06f6385,1
8c2b6f38118290bf12da36d56331ec38,1
4cf72888ae73de65ea211c0ee6fe7863,2
50637b462310b03402cdfb91030c8696,1
6b8a14ef318d170b3188ded51871e082,2
3eea70b5d4b1a0a19e7c8ca6dfb80335,1
297795651f26da25ef64c607dff9269c,1
9f00c4db70188e90b3b287471122e0fd,1
1673ed5caf9dc4e3c52118b07622b698,1
31b85bd6b2564485eece5b65958986e2,1
5fb91f46b0b06f6fcdf12a984e3ab3b9,2
1da463f169973b7e25fc4130b377d3d1,2
d23fc91be6fb59e5a67a4fb76ea5a61a,1
c90e17f7d6ddf3a96c2753e0439f64ae,1
83e712e5c508945792d174d8fb909da0,1
c7e601dc9606365a772daeec19f6a4c3,1
0ae6bacf775fd346da75d76f7158e7ef,1
7379e02ea843767529fb908690c311ae,1
9cf3cdcbec2b44ecbed837a4f0e7b2f1,3
1f8260b2bb44f5fc4e2f9cbcb62cfbb7,2
48de470c007c65f7f9c810751a785834,2
c11cf9047203caff6d800a7d1c60c309,1
d39b85cf1b98cd312ba3da751df6c508,3
475b1440ca94234ac46ef43a12745ea5,2
844f3ae7c18db081944967536d40bdba,1
afbfa80a2c4b583fbb01fa73e27d9f83,3
18d4243975d4c28413a0ae8ee00e6c09,3
d0f31b30dcdcd1a7d60f54fa4c3144c5,1
8b570d7e134137bb925711b4ec75a4da,1
184606f7c23a3f2a609bd8940eb9b6ee,1
050efaebb16ca709801b842e5a197b60,1
4bdf7d7e1ea692a8afab4398fe38ce23,1
5f8315b09fc2535d6d1a94e7b3f93ae1,1
1ea9619c5bf443989d070cab57f2fa6e,1
af5a5a13fc7e117d0721aa4a775d4829,1
1636076ea04474c4e6f848b40bb42886,1
e995464b5a87fe18a2905f4e22e69e90,1
c9e378d2fdde8c87e947db900ad2762c,1
3cc7dd67046506c298a3fef3a09efb75,1
8c918bc95ae76f71de0316724be136d6,1
2d558e226c6dd3b123c928292cbb384e,1
f6542053aaa9f2ce731311917a6a828e,1
945b0aa7a0865d4c0a3d0d2cfe1d05be,1
158f805c852464d4e057532a635773a0,3
764525a3247f33824f4bbb2209d932c6,2
5443974a29b7798048aaa8ac13079506,1
61c4694ee88eed3b2129e76fcbc3af6b,2
1c3b2fec6c5981f177af9b4c03623c6b,1
bc6ec03578aa31b9d524cf3628c41f4f,1
90b4209c0dbfcdf1a7de52df492a07ec,1
8c3576b0e50f14983a2adc52604c74c9,1
7e404ee7d435300f5656021fb295a0df,1
ce2b27ffcce72a41ee9aa3ff82d85056,1
d266cccbca2228295727fdccb3efd7cb,1
51f5692b61835a3027cfeb2e5624196b,1
19912aa91187f16aba724f6c3e9caf35,1
cc996457d5efbaa2361793914d36c60e,1
9062244ce64d1efb09e47524bb310d27,1
405f9796c312a61ce02b4294c00f02df,1
53ce70d76e16fbfc2e79ad16c2a8b716,1
b498eea760153ee3574e30f89a0b8e97,1
58cee6f64b25f47cfbbc3d99ceda0cea,1
2e4a919dbb9a096135faf8eb744007d6,1
eeee15387b04895509eaa30f6995f8a1,1
e174b1ac34bcbedc9360534d40c6068d,1
8582bed447e1267b8bea3ab73e9e9f08,1
9e4068004aefca43bea3e2ed3d003337,3
67a765d036a3abd3c090db1da09f1eaf,1
b33109c1cd4acdc3e549679164d71a0f,1
043461c58b75d45334beb2df25dabcbc,1
4c8df3e7318c0c78f5f6f0a6113da61c,1
2b25f70138755d58ffd9c8c559f596cc,2
4ab3e764fc25055432beb85b4bda705b,1
1eabecc4ad28ddc6c97d19784d6bc80d,1
690beb4eea06ee1311ecb1903735b716,1
e7b943f2054ddbaf7052fa91e1830095,1
d4ca86417cd2e339d29aea071cfdabd1,1
bb26e5a398f09956b7bc1fb9b18d85b1,1
858421ec54d2336bc8fb346e9bd1a60f,1
c13ea042092dd10692511ed4754d4dd1,1
080ecedb36958de45d905dc990ecda27,1
e787de54638e230bcafc16836af901b6,1
47f45d35f6e85c0e00919c58e22b1ded,1
464b925991791ef0afd4e0a08741cc9b,1
8ffdc50560cee682e14ed63d9e732f1f,1
ea85ed46e2657a96b90a4b6b88079242,1
16f4a46880b3896c126d903807333e2e,1
f2fd9562b88453029faaca42f4a89664,2
abc78e87fbfd5c6015f71da3f925d179,1
becc483db6bc98ab7f5ea4b4efc84ddf,1
096d2691a8ab8a2d3cf298cb6913e464,1
6ce9cd8274401f8d9295b6ee8f01b50f,1
6be61b4da4d8d2ce49f7f0256528080b,1
a8d671888558826fee6ea1125df4c8e0,1
0e4c987e4cea1c0d2f53e4385c5d2609,1
86b725ba148fa6838fdd602d8fc1dfd4,2
815cccc1ff0a49bed96ffed3cb208871,1
386e4dbdc67ea6923ec366d2eabd129e,1
70e3687da9fe1531f090e77f12c1d82e,1
fb0489b3b32735953531a8a7a3ade0bd,1
a9c3e959940031b7a950f49479415f05,1
37525c8d6032413ca553e03b462d7a8d,1
0c81c4a6f580360a70343adf34ed5b45,1
012edd9f9ec9162b30a48522cae40e9a,1
bf62009b9080cbc58cd5829e59a9ccd3,1
a907de3bb797d5fe10a26ca27bd1afff,1
12cc9615c13dc2201f796cb97e61fc7a,1
451fb5be5e9be7dc122bf6b204dd6b93,1
0313d6c8a9c463151dd357edfdf6abfe,1
2356265f855883c1a0aa8906dd0483b4,1
8816ef8029b84a2438718cb19db808ae,1
ebd2b329755f8b6652ba9ccd18d75d79,2
3454bf3fe626ade6b9196327006be240,1
b71e92861e9216c2a53213cc8d5a7420,1
623579f95e5ce4fe0ae400029744f3c7,1
c8ae8beb79c94908403a7a9cc15863ac,1
f3f046e39e9be437ce07a84df27c65d2,1
cd3746f09c37737a97de2b18bc242463,1
f87a2a176474960c152531658733e0f1,1
59a59b201d3e5633a01fb21da01d996f,1
cb936216eacec71806f0dc4e23978e17,1
1fbd4946f86c8d884bd83b5e72b985aa,1
c3cba72305ec3a6ef94dc64f4852e777,1
c61e164818299ac3c8ad13e5e3a68d66,1
43e23273ccae00593c53579bb69d47d5,1
6463f6e09393bc01cbbf64249b44c7ca,1
10aade874b09f86f8ac7678957286001,1
4d112dc12a4da856c306449df8d66d99,1
377562f60bcd07e10e141ebac6e1574d,2
3a05d8a2115dffae6bf59d6cf2824380,3
a277277b9e1c6d3edae69897650e61f6,1
ecd0064c8d7ff2b9c8618c89cfaf3d78,1
fabebbcacd0869d371fdb14f6b1e8b3a,1
0842e7e6f19e6d2b94bd3eaa840655d0,3
684073fcc39c57ed6af7aae1bf53b4a2,3
cf1af2c609041fd5f846b5c0851a4d1a,2
c4cc67f8f7493713aa32384fbda40cf9,2
ec9856fb4c2528dcb1e230b57b193f98,1
15635618bcdf2151fff46745d146f384,1
edc75d291c1a81ae7194872b89075127,3
6397ad51c2db2dd3bb5d2a5b64e2d834,2
9071ddda73c8ae7f0aebeff7a9780c12,2
d9189b4cc6d53dd955f0a6f37bfcdda9,1
c33d656f68f3d5e85649c71c8be3c637,1
a20953330e9c70e07d1e167443a1ee0f,1
0691a71deb6f102fa09c50a2e8896541,1
7e70ca5531dd7bad36a59e95303c27d1,1
5747d167a4e1c829c4d6e390fe7fa4a0,2
3eb004921fc819f6397f673feb259630,1
ce34ae8412505457f5122e5def13cea7,3
f76d786e9ed913f060915befb3740b70,2
d4b0d5e4607f1cb35306778a9a07267e,2
d55ee4dfbc3cb6b1b296891fce759dc8,1
10941ae121c92e9facdd5cf4b658ecd5,1
561066c0d30c08e53961fe3bd4b485b7,1
35ca50b4b5ccf74176dd749334f58384,1
f28f2c69da523b1e967d2a0e92142204,3
6faf3d621790842e5365fd742f0d43b8,2
5c35ad2eb563c45931185e0882ab2a53,2
8ad472b99f27905164e192bd7a8a463b,3
be8096a51be19776c76f75f6fb936302,2
5f3159ba1142f3c01d60f1d8c45fad5d,3
7b73e49b13ff3a0a32abd12b76cd6e57,2
1c2420d35bb348f9d09efb7ab396c566,1
2d369d1252bc35151f99eadde145774c,1
32c5bc5b3e78802da8ea5a9fbb1e08ed,1
80169849cdd4f82b8638024dc7413f3e,2
2e0434fe566d3d6b97c48e9f0c056d01,2
78ea0f7d2a96f0c56097d24f78a69d11,2
f758ab529947520c682cc8c2d583c247,1
0b05a0b1d43b246ec7d7ea23426bc0e5,2
78081ad910fd1536af86c6e80e86755d,1
53f3e7db5cdfc2fc0acccdc623bc0d92,1
5e9e0ac78d0bc880bfe1155f3fe33820,1
286d7cee7a3587e1591313229458734b,2
3567fa7c7adcea786a30964e10bd6587,2
751659df3aec92b44c2c5335fe9c2954,2
94b50ff509800a276b93ccb4e15f6412,2
a6ab8298c6d4ceaea279b2d8ad60253c,1
25572708c38fbb59ef6bc25533dd7220,1
911871e0b48bf031a0e0c683f4f8834b,1
595286b0edb8476f4ace25cc45151ece,1
056a1b9d1559db2709c0ac0522143be2,3
e544fe5aac887510b5d8ad1d6f185318,2
62a246c3db86e6929cadcac6b6b83e18,1
7af0ca873ac398e198cdd6e0458102d9,1
13b15c5e2fce2dd4b76df39bfc5489ce,1
ed5448d2a9aaa15b131315a41904bc69,1
3e9404207f45e070265121f513009c1f,2
67691cff201fe2dc1373aa34d2ed2ff4,2
a63531066df83feff73c634aff4ce94f,1
9eeeea5239eb82f11343c261f4c881b7,2
6b69abcc6a3beda1d2930c9a3e12c49b,1
5969a99aceb1848579cd9bda0951cf36,1
888cdef13cec208413b1186616d9a9ed,1
3e933d9162589378df20c4277b121607,3
412e3fdfb228913a9f49ddb80feb0658,1
9ade87eac4f8dd653ff9655a009747a9,2
6de2e1fa3ad95a2ffc687b5d3011dc51,1
31c33fdcdb597b1e3e14ec809b55b81c,1
1497cb19cd86c0c15d32be2ef72ce1b7,2
d8c79601c4bb57b263dafbfc5204e498,1
65e6edbddbefebda11fa8332d7177105,1
c7e15804854896e69e42e23c155c9a81,1
20c44c88c9322f2dae22772930b59366,1
ce06a2c88e036553f9d694bb84af9d7d,3
4cd6830c8fb3ad09da89a3ff7155b5f3,2
8c919287fd32d7e5881cf1529ed45fb1,1
f71d3027d966b9c678e1954507032d6f,2
a9a2e2e4def8243638d34ff6a9c06d73,1
670093a546ae48f74906dd6c304c7f42,1
81dbdf700b2a608ac2635523f45096e6,1
387c1b8bb8af95a3fc0350331ac4b341,2
acaefffc88334b4980c6455712b25aa3,2
fa7f5fd652ca7495ded1d569559fdd14,1
d7e7a14c610d01deb0cfb57aab3b00b5,1
d3dd6ba346f9b43411f19be63d77e2d1,2
5297b3d01fd1ed8adda44039248a477b,3
d5ddc35767aaa47babe55dea3bd7b67b,1
7823a5ffe3a56d7754e959bd9ffa1db4,1
5d8dd088ec7530b0e13697578b63f584,1
311e03c7fb3df0b20c612d58a65f7c05,1
8c0b3b767300f998c57eb79f0fbe4fde,1
f0be5d40e41103e9040df275c13eb5d9,1
cab74f06b2a9c5df094d8a7f59f199ec,1
94c9e1c386e6828a282b77e310046085,1
40af7ef8f6a35d6325b69d27301a20c6,1
74088c365998d19cf0711460dfb341ca,1
cf22105ff206425bc1c3ba98b96d01b1,4
fba4d87853bd1179b9b802e1f4f5bf24,1
c26ff11cfa4a084d8c4cd1186e77c83d,1
5c50a1d3c7e1fe49006af2c4eeaffc1b,1
23fe201348d7b0cf7ee13743cf8fdfd5,1
5d43fe71cbd5e295f48ac266e5a53b78,1
65d5e0844d27b72bcce1919d46f996dd,1
3eb784f0d362da65025fbbda1821b376,1
c108178ae37b005a48d599465dc410fd,1
498ee979914f6acc6ba0d947d1ea90ee,1
30f165cf663903c277a9753e02f73ae5,1
5f1e67f7ea2cd46aaaba173eb21cc059,1
30efcc9d246dcabf661be63af654def6,1
3c8aaa2982a9195b168e48ae5aeffed1,1
196dd814a9b77cb7710f75fa1ca84615,1
33e567e578d514b17993352706f29d78,3
be904e3de4c00346a040f1916a9ee943,2
205058ac27ba828fe36967ab4d65617b,1
ae3cb385e592d9d06b17e50e65be0994,1
a7fdc070619a78c7959c16c7da22f1eb,1
0aa4377cfb7a183b72e84dc60ed33bd0,1
ad0989da0826600562a5fe134f072bba,1
c5c6524a6fdd391387fae469a34674e7,1
1ae69b65bb6af5169232c3d4c88cb81e,1
7999ad6f65a8905cb2cf8775859215cf,1
b00a18cea5dc7c8f367f89ce32b79c93,1
d8c41d8d7ec492ec3417a1e162870fa7,1
2a985ab84f07dae3a8792dafe7e8ea0a,1
b005964bbd64a68aa6fa364ca21a3f4b,1
94b4620938615fe40511d5664a4df571,2
1d9fac4b6f9282afa5f53d17cefe463a,3
f35a2e2de9cf7f7cbbc277db401f9321,1
72e98e13904f5f709c500c592f8aaa8d,1
883241091e782777a289a142e322e745,1
42c53671442fccf1ff5c8e5416422103,1
5de637418376bdf9af3602d1ef9d05ca,1
5936ada2abc53752663861fc422f4060,1
a285561c02c61d06ac4388e07cbd2f14,1
84ac3adc0b8709ee7b58cbb3764e3259,1
975c9e5465576d84a6fa4a48b49d9abc,1
f32cbbdc6a425ec332f3e693586f5ac9,1
ab016f27681ba2824783db8567f980ff,1
ee4034cbf92242c2a4f96cb79de7beaa,1
238c800ee2a2ec7c3452e972ba2042a7,1
bacb9308e0c326815c804df9c09634e6,1
126d583f98fcf388aad48537ee64b04d,1
2922f736aab62d4e71eacb050757e7e5,1
14c89064818d45f25d76d46a38e975ab,1
3d48082ff1423bd8335a2cf6e33c3373,1
3cf456baf5ca90389baed4315a55cb56,3
38bc8077e6b6f74c909b7e3b3e03e100,1
98361b4e65274f5dc6a186f2c8707e32,1
a8573cb6b6765f97e8706e81e30faf09,1
8935c1271537d6d238d205f1de74bb6a,1
d86e9efecc8e5b73f3a1607e792e8928,1
fdd593c63c99f944e864545b4d3c68e5,1
328f7ac7bd44e6e8255fc8d4cf13e2a9,1
147d3478ad8a80b66a57419c78cd068f,1
6665b556ac7858faae1fd72844c22e97,1
a6961ef951d1d5c6948b654fe26dffc6,1
a56ad1a48e6782f235bf8e4c734fc5b4,1
3ea4c30e4076fa4ddc762e1e47fa3ac4,1
dde0537e3785fce5d282f2bd9b53b8ac,1
fad4cf3f6e3b706295e535be0127e8ee,1
9042919bb95c60e669fcd513b7cc4dba,1
1975fa13e42177c8287db13f63ebfb0e,1
5c08d9582bfea28798804d28afae06a0,1
457271d7317e8c021c15da94b592d713,2
0b6f06128f06b6c8c618c0fa6b20dcad,2
4ed29c6b11568f9b08f003fc811a558c,1
57f2de6056e28bcfcd7722d6bc7af24a,1
7d397117b627d16eb4f5174d91b84477,2
fb29b1646d02795339d9d530f86a5447,1
4de0c1196027db208cb5cf0b5922bbc0,2
e5a0f759226f21b1f50af69f5a3bfa0f,1
4dad72ef01c2b8ccfe07e0cd884023ed,2
2321d29038aef98d539b4c7cc5f3acce,2
4250992b5c34075b2f59c9e82489da8a,1
e2102bd801c61874031ada4efaa63072,1
ffce22715bc428720ed1e796f6302008,1
f08a30eee45d3e273d63b0aff8560e1d,2
0833bb34b8b4064e34b62d738f1d35e5,2
60c02fbe74b067ede953156ca9e1b519,2
d6e094516dba4891ed4a18b513a782a3,1
011b41605060e8ad3431759473e31348,2
9da2e9f91f6664fdf409a25351a1c02a,1
41b33080808df8e47b593bfec334bfe4,1
8f251197939c99648e62863d1e1b53be,1
29fc9742130452cf3144584314f7f511,1
4ed18b4e5c681175cd68f8a689920395,1
9d81582d3cf6fc67f316b20a429ae00d,1
00cf3e3d5ba2ee171e0aa94a0d40cf59,1
47ff59d0c1d782928c29ae72e031bc46,1
9a99ed019ddc8608298586ecc75635dd,2
78a78aa36d1210d9d9cf49e0d4007d9b,1
b702fd4d82301bba7aa3ac2bfde107f4,1
3e4e1cfabc83fed1b341ecc14e67ae39,1
84580b5aa2fe1faf0318f612f9948af4,2
5671e6f62c29e3e8b11bb8d390f4d9b9,1
0450287cbc16543a0384075762df7d91,2
2db986c81866572dbeeffe99981bf452,1
7ce9e5340c080dc82b9200d64478985e,1
fa3b3e7bebefebbcb4ca5a8913d4e1a1,1
a654a4bcae8cedb3db1b3c4529a75b44,1
9f31f008e933699490a7a8a81a6dd2cb,1
e011f7be07702a9c45d7da6dbfee7813,1
7f50e05913d2ca549d878856e95e017e,1
950b1071a4eb219fa34b571d8e9b6555,1
c4b6978b503f5691dce2dbc09e3181bd,1
529d8593f1f7033999e5e8f9c39e6e8b,1
e82bcdfe69bc8a7ec1cf2476b30d9373,1
09cac75ed021734f61cdd3c6ad996329,1
aeba6847dc2a33b112b16ebe7fc38d08,1
e5d7f83dbec76109e74649355f9a3607,1
7b6f10fce077ccfa697ff4bddeba74ab,1
8e0cc8e99e8642e6abae29a84899f955,1
7112776af476b53f7040ffe692edeed6,2
5a3993ea6155d1c31a27f47bad40967b,1
b377c058388b7aeccc1a7b2cce398d23,1
df21a233cffa36b0efb34756754141db,4
ba896028524088f05241c2c81080d7ac,1
59b4461e1b916fe6701a1540af78229e,1
beaa5f8a6729f2dbf07a65d4a510b1ca,1
2f00b18e105a5704272f39a2b90fd06d,1
051dbe26f3f5dca92e013b111d5e017b,1
5258ce03008e9c13c0461e63da7cc846,1
aac25d2971dca16a02e0d625e7446043,1
9107f94f7fb5250c56ca23887fe978ed,2
99ba499c04e24d4ed1b9024841d36b5d,1
48044798f3fb2346a012c24b66edc882,1
8de01e8e7487d6de3f843b19f9392bbd,1
4f0d5384d1cc8230d93e38a3e3c133ce,1
5ae85b0b3cdaf67f828835b17ff7b8f4,1
2fdee1942b1e9242e8fc1ebf13e0d98e,1
b5fdbdb299fa4303f9ff3d05027f8663,1
82088cac7dfba918fd6aed0a6c57c924,1
1f5d565d32a8dcb5049d5e6a5b52f9af,1
6ccd351beb6d7bb06e356246d298d1e5,1
4498425482a2a34ee416e636ff86d012,1
06a5ba0d9259d9d1baa60a265514af2d,1
ea93246c2d36529f0744a1ad68ff0687,1
d7cfae594faa7ac26f9a22a9cf59e13a,1
ec6380e3f0a9bde022caf3ea65f4dca5,1
b5cb2dd45254feab7afce6a4be9d94ea,1
6ac659f9624ae5c7b4499cd9fd347494,2
164849ad4364a812aef07569d27225be,2
0a647132b4931a57e0a2344d2a799b59,1
56a7a6760fef11ce094073138395a650,1
6c28dbabd95c0202e088b43c1e69e938,1
bc92628761a729e983abfbe95b77d4ea,1
666dde07236ea7110b100a171c75c827,2
1ab23ef27429e8ef2f33236363a68029,1
3368a11ad46c12baa9fbda1f0ab7ca60,1
855021860b36064bf675d3c4731786c0,1
fdb9059d370615f87a56dc144ead100c,1
0d5c2bb3ad585fbae6dca55e5db538a6,2
373a1147fa9ca6f093918e9def496f33,3
